#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1755.5,1782.25,1754.25,1780.5,1384455,2763168
ES VP274HSU1AF5,ES21H14,1750,1775,1748,1774.5,2110,53210
ES VRJST036ZY0X,ES20M14,1747,1768.5,1741.5,1768.5,80,1785
ES VU1EHIDJYLMP,ES19U14,1744.875,1762.875,1734.875,1760.625,0,240
ES VWJ060NWX98H,ES19Z14,1738.75,1774.5,1715.5,1754.125,0,111
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
