#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1639,1648,1628.25,1628.75,5048,65192
ES VP274HSU1AF5,ES21H14,1631.5,1641,1622.25,1622.25,90,2389
ES VRJST036ZY0X,ES20M14,1640.5,1649.875,1613.625,1616.125,0,427
ES VU1EHIDJYLMP,ES19U14,1627.00,1631.625,1608.125,1608.625,0,6
ES VWJ060NWX98H,ES19Z14,0,0,0,0,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
