#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1794.75,1803.25,1792,1801.5,974537,2799872
ES VP274HSU1AF5,ES21H14,1788.5,1796.5,1785.5,1794.5,1045,64631
ES VRJST036ZY0X,ES20M14,1780,1790,1779.5,1788,22,1787
ES VU1EHIDJYLMP,ES19U14,1770,1770,1768,1768,0,235
ES VWJ060NWX98H,ES19Z14,1767.75,1784,1734.25,1748,0,111
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
