#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1671.75,1672,1660.25,1665.25,1860,23776
ES VP274HSU1AF5,ES21H14,1662,1662,1654.75,1657,22,2022
ES VRJST036ZY0X,ES20M14,1651,1654,1648.25,1649.5,5,222
ES VU1EHIDJYLMP,ES19U14,1651.375,1652.25,1640,1645.125,0,1
ES VWJ060NWX98H,ES19Z14,0,0,0,0,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
