#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1670,1681,1666.75,1677.75,1854737,2611021
ES VP274HSU1AF5,ES21H14,1663.25,1674,1660.25,1671,5831,5769
ES VRJST036ZY0X,ES20M14,1659,1659,1659,1659,1,764
ES VU1EHIDJYLMP,ES19U14,1655.75,1655.75,1655.75,1655.75,1,36
ES VWJ060NWX98H,ES19Z14,1655.75,1655.75,1655.75,1655.75,1,100
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
