#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1678.5,1691.75,1673.25,1683.5,1306828,2653691
ES VP274HSU1AF5,ES21H14,1671.75,1680.5,1666.75,1677.25,3947,5523
ES VRJST036ZY0X,ES20M14,1671.75,1673.75,1671.75,1673.75,0,962
ES VU1EHIDJYLMP,ES19U14,1671.625,1671.625,1653.5,1663.25,0,236
ES VWJ060NWX98H,ES19Z14,1649.25,1659,1649.25,1659,10,105
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
