#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1785.25,1799.5,1777.75,1792.75,1788530,2777689
ES VP274HSU1AF5,ES21H14,1779.5,1793,1771.5,1786,6291,141038
ES VRJST036ZY0X,ES20M14,1776.25,1785,1766.5,1778.75,60,2182
ES VU1EHIDJYLMP,ES19U14,1770.625,1779.25,1758.00,1772.375,0,685
ES VWJ060NWX98H,ES19Z14,1767.5,1767.5,1760,1760,0,126
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
