#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1739.25,1742.5,1734.75,1738,975356,
ES VP274HSU1AF5,ES21H14,1733.5,1735.75,1728.5,1728.5,1015,
ES VRJST036ZY0X,ES20M14,1726,1726,1724,1724,3,
ES VU1EHIDJYLMP,ES19U14,1716.875,1723.75,1713.0,1717.75,0,
ES VWJ060NWX98H,ES19Z14,1708.125,1716.75,1706.25,1711.5,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
