#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1809,1809.5,1808.25,1808.5,9555,2795281
ES VP274HSU1AF5,ES21H14,1802.75,1802.75,1802,1802,228,98042
ES VRJST036ZY0X,ES20M14,1794,1794,1792,1793,0,1986
ES VU1EHIDJYLMP,ES19U14,1784.5,1790.875,1784.5,1790.875,0,683
ES VWJ060NWX98H,ES19Z14,1741.75,1780.25,1738.625,1740,0,120
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
