#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1615.75,1617.25,1615.25,1617,72,18860
ES VP274HSU1AF5,ES21H14,1609,1609,1609,1609,1,1998
ES VRJST036ZY0X,ES20M14,1590.875,1603.625,1577.75,1584.25,0,34
ES VU1EHIDJYLMP,ES19U14,1581.125,1582.5,1573.625,1582.0,0,
ES VWJ060NWX98H,ES19Z14,0,0,0,0,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
