#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1764.25,1769.75,1758.5,1765.25,1181047,2758394
ES VP274HSU1AF5,ES21H14,1757.75,1761.75,1752,1758.5,1162,50783
ES VRJST036ZY0X,ES20M14,1753.5,1753.5,1750.25,1750.25,2,1725
ES VU1EHIDJYLMP,ES19U14,1747.75,1748.875,1738.75,1744.875,0,240
ES VWJ060NWX98H,ES19Z14,1741.125,1742.625,1732.75,1738.75,0,111
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
