#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1614.5,1623,1602.75,1622.5,602,18860
ES VP274HSU1AF5,ES21H14,1601,1609.75,1599,1609.75,14,1998
ES VRJST036ZY0X,ES20M14,1594.25,1594.25,1594.25,1594.25,1,34
ES VU1EHIDJYLMP,ES19U14,1582.0,1593.50,1582.0,1593.25,0,
ES VWJ060NWX98H,ES19Z14,0,0,0,0,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
