#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1702.25,1717,1691.25,1712.25,1527072,2682298
ES VP274HSU1AF5,ES21H14,1695.75,1710.25,1685,1705.75,3550,13149
ES VRJST036ZY0X,ES20M14,1699,1700.75,1696,1700.75,11,1236
ES VU1EHIDJYLMP,ES19U14,1689,1689,1689,1689,1,234
ES VWJ060NWX98H,ES19Z14,1673.625,1692.875,1672.125,1692.875,0,105
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
