#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1766.25,1770.25,1762.75,1767.5,796529,
ES VP274HSU1AF5,ES21H14,1759,1763.5,1757.75,1761.5,760,
ES VRJST036ZY0X,ES20M14,1752.0,1756.875,1751.0,1754.5,0,
ES VU1EHIDJYLMP,ES19U14,1743,1757.875,1732.375,1747.75,0,
ES VWJ060NWX98H,ES19Z14,1748,1768.875,1720.125,1741.125,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
