#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1673.75,1683.5,1671.25,1683.25,46012,
ES VP274HSU1AF5,ES21H14,1668,1675.75,1665,1665,55,
ES VRJST036ZY0X,ES20M14,1667,1668.75,1667,1668.75,3,
ES VU1EHIDJYLMP,ES19U14,1655.5,1662.375,1651.125,1662.375,0,
ES VWJ060NWX98H,ES19Z14,0,0,0,0,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
