#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1637,1650.75,1625,1648.5,2704,67964
ES VP274HSU1AF5,ES21H14,1635,1644,1634.25,1644,24,2392
ES VRJST036ZY0X,ES20M14,1616.125,1638.625,1616.125,1635.625,0,427
ES VU1EHIDJYLMP,ES19U14,1608.625,1630.75,1608.625,1628.75,0,6
ES VWJ060NWX98H,ES19Z14,0,0,0,0,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
