#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1788.25,1793.75,1782,1785.5,1366904,2817411
ES VP274HSU1AF5,ES21H14,1781.75,1787,1775.75,1775.75,1880,63359
ES VRJST036ZY0X,ES20M14,1772,1780,1770,1772,31,1793
ES VU1EHIDJYLMP,ES19U14,1769.25,1772.875,1762.875,1764.875,0,242
ES VWJ060NWX98H,ES19Z14,1763.625,1767.125,1757.00,1758.875,0,111
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
