#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1743.25,1768,1736.5,1765.5,1560783,
ES VP274HSU1AF5,ES21H14,1736.75,1761,1729.5,1759,2084,
ES VRJST036ZY0X,ES20M14,1732.5,1751.25,1731.5,1751.25,16,
ES VU1EHIDJYLMP,ES19U14,1738.5,1738.5,1738.5,1738.5,0,
ES VWJ060NWX98H,ES19Z14,1748,1762.75,1709.625,1748,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
