#symbol_id,symbol_value,open,high,low,close,volume,open_interest
ES VMKLFZIH2MTD,ES20Z13,1689,1697.5,1685.75,1693.5,1288878,
ES VP274HSU1AF5,ES21H14,1683.5,1690.5,1679.25,1687,2448,
ES VRJST036ZY0X,ES20M14,1673,1673,1673,1673,1,
ES VU1EHIDJYLMP,ES19U14,1672.5,1672.5,1672.5,1672.5,0,
ES VWJ060NWX98H,ES19Z14,1661.25,1672.50,1659.00,1668.625,0,
ES XCZJLC9NOB29,ES20H20,0,0,0,0,0,
ES XFH59UK0MYO1,ES19M20,0,0,0,0,0,
ES XHYQYCUDLM9T,ES18U20,0,0,0,0,0,
ES XKGCMV4QK9VL,ES18Z20,0,0,0,0,0,
ES XMXYBDF3IXHD,ES19H21,0,0,0,0,0,
