#expiry,strike,right,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,628.4000,628.4100,628.3500,628.3900,2508,,,,,,,
20140606,490,C,138.3250,148.0750,137.5250,147.4750,0,,1.8590494,0.9742304,0.0006516,0.0269393,-0.8094476,0.0259526
20140606,492.5,C,135.8250,145.7750,135.0250,145.0000,0,,3.2697951,0.8800378,0.0012863,0.0935341,-7.2457071,0.0222974
20140606,495,C,133.4250,143.2000,132.5250,142.6000,0,,3.0028603,0.8918096,0.0012998,0.0868007,-6.1108144,0.0229552
20140606,497.5,C,130.9250,140.7000,129.9750,140.1000,0,,1.0590933,0.9978213,0.0000501,0.0011794,0.4218352,0.0272333
20140606,500,C,85.3900,85.7000,85.3900,85.7000,0,3,0,0.9985446,0.0000000,0.0000000,0.4533378,0.0273961
20140606,502.5,C,125.9500,135.6750,125.0000,135.0500,0,,1.7307743,0.9705731,0.0007869,0.0302885,-0.8698774,0.0265057
20140606,505,C,129.0800,129.0800,129.0800,129.0800,0,5,3.6903934,0.8363592,0.0014108,0.1157878,-10.3021566,0.0210729
20140606,507.5,C,120.9750,130.6750,120.0000,129.9750,0,,3.7239731,0.8303214,0.0014315,0.1185584,-10.6600554,0.0209441
20140606,510,C,92.0200,92.0200,92.0200,92.0200,0,1,0,0.9985446,0.0000000,0.0000000,0.4531323,0.0279441
20140606,512.5,C,115.9750,125.8250,114.9750,125.0750,0,,2.9021477,0.8667542,0.0015608,0.1007367,-6.9149970,0.0229292
20140606,515,C,80.1500,80.1500,80.1500,80.1500,0,1,0,0.9985446,0.0000000,0.0000000,0.4530296,0.0282180
20140606,517.5,C,110.9750,120.6250,109.9750,120.1000,0,,1.5623198,0.9663912,0.0009785,0.0339978,-0.8893952,0.0271788
20140606,520,C,69.2000,69.2000,69.2000,69.2000,0,15,0,0.9985446,0.0000000,0.0000000,0.4529268,0.0284920
20140606,522.5,C,105.8250,115.6250,104.9750,115.0250,0,,2.9059970,0.8463301,0.0017184,0.1110580,-7.6839107,0.0226540
20140606,525,C,103.0000,103.0000,101.7500,101.7500,0,10,0,0.9985446,0.0000000,0.0000000,0.4528241,0.0287659
20140606,527.5,C,101.1100,101.1100,101.1100,101.1100,0,2,0,0.9985446,0.0000000,0.0000000,0.4527727,0.0289029
