AAPL R735QTJ8XC9X,AAPL,93.7600,93.7800,93.7600,93.7700,2067,,,,,,,
AAPL VXBK4Q9ZIFD2,AAPL  150117C01000000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QQIRLZA,AAPL  150117C01010000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QQOPY12,AAPL  150117C01020000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QQUOA2U,AAPL  150117C01030000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QR0MM4M,AAPL  150117C01040000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QR6KY6E,AAPL  150117C01050000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4R62CXGM,AAPL  150117C00195000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QA5EM92,AAPL  150117C00200000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4R7PW9YE,AAPL  150117C00205000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QDAGU12,AAPL  150117C00210000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4R9DFMG6,AAPL  150117C00215000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QDGF62U,AAPL  150117C00220000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4RB0YYXY,AAPL  150117C00225000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QDMDI4M,AAPL  150117C00230000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRQRYL086,AAPL  140719C00235000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4RCOIBFQ,AAPL  150117C00235000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRPT2EIYU,AAPL  140719C00240000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QDSBU6E,AAPL  150117C00240000,0,0,0,0,0,,0,0,0,0,0,0
AAPL W78ZEO623PFQ,AAPL  160115C00240000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRQTM4CPY,AAPL  140719C00245000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRPT8CV0M,AAPL  140719C00250000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QDYA686,AAPL  150117C00250000,0,0,0,0,0,,0,0,0,0,0,0
AAPL W78ZEO6821HI,AAPL  160115C00250000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRQV9NP7Q,AAPL  140719C00255000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRPTEB72E,AAPL  140719C00260000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VUTYG83R9UO6,AAPL  141018C00260000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QE48I9Y,AAPL  150117C00260000,0,0,0,0,0,,0,0,0,0,0,0
AAPL W78ZEO6E0DJA,AAPL  160115C00260000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VRKS94O71X7Q,AAPL  140621C00265000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRQWX71PI,AAPL  140719C00265000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VT3XAD5NC67A,AAPL  140816C00265000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VUTYG97A5PBA,AAPL  141018C00265000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4RHN4CX2,AAPL  150117C00265000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VRKS93KU4EME,AAPL  140621C00270000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRPTK9J46,AAPL  140719C00270000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VT3XAC2AENLY,AAPL  140816C00270000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VUTYG83X86PY,AAPL  141018C00270000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QEA6UBQ,AAPL  150117C00270000,0,0,0,0,0,,0,0,0,0,0,0
AAPL W78ZEO6JYPL2,AAPL  160115C00270000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VRKS94PUL9PI,AAPL  140621C00275000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRQYKQE7A,AAPL  140719C00275000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VT3XAD7AVIP2,AAPL  140816C00275000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VUTYG98XP1T2,AAPL  141018C00275000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4RJANPEU,AAPL  150117C00275000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VRKS93L02QO6,AAPL  140621C00280000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRPTQ7V5Y,AAPL  140719C00280000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VT3XAC2GCZNQ,AAPL  140816C00280000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VUTYG8436IRQ,AAPL  141018C00280000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QEG56DI,AAPL  150117C00280000,0,0,0,0,0,,0,0,0,0,0,0
AAPL W78ZEO6PX1MU,AAPL  160115C00280000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VRKS94RI4M7A,AAPL  140621C00285000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRR089QP2,AAPL  140719C00285000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VT3XAD8YEV6U,AAPL  140816C00285000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VUTYG9AL8EAU,AAPL  141018C00285000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4RKY71WM,AAPL  150117C00285000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VRKS93L612PY,AAPL  140621C00290000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRPTW677Q,AAPL  140719C00290000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VT3XAC2MBBPI,AAPL  140816C00290000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VUTYG8494UTI,AAPL  141018C00290000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4QEM3IFA,AAPL  150117C00290000,0,0,0,0,0,,0,0,0,0,0,0
AAPL W78ZEO6VVDOM,AAPL  160115C00290000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VRKS94T5NYP2,AAPL  140621C00295000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRR1VT36U,AAPL  140719C00295000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VT3XADALY7OM,AAPL  140816C00295000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VUTYG9C8RQSM,AAPL  141018C00295000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VXBK4RMLQEEE,AAPL  150117C00295000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VRKS93GVAILI,AAPL  140621C00300000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VSCCRPPLFN3A,AAPL  140719C00300000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VT3XABYBKRL2,AAPL  140816C00300000,0,0,0,0,0,,0,0,0,0,0,0
AAPL VUTYG7ZYEAP2,AAPL  141018C00300000,0,0,0,0,0,,0,0,0,0,0,0
