#expiry,strike,right,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,68.0633,68.0633,68.0633,68.0633,0,,,,,,,
20140621,42.5,C,28.1000,29.9000,27.5500,28.1000,0,,0.9893599,0.9817942,0.0014150,0.0024642,0.0462317,0.0161128
20140621,45,C,26.0000,27.3250,25.0750,25.7250,0,,0.8354174,0.9830368,0.0013927,0.0020480,0.0488457,0.0171077
20140621,47.5,C,23.3250,24.9000,22.4500,22.9750,0,,0.7335269,0.9823266,0.0017715,0.0022873,0.0488731,0.0180478
20140621,50,C,20.8500,22.0250,20.7250,21.1500,0,5,2.3209258,0.8020165,0.0087205,0.0356265,-0.2504084,0.0127673
20140621,55,C,15.9000,16.7500,15.9000,16.1250,0,,0.4767220,0.9753091,0.0053439,0.0044843,0.0466876,0.0207364
20140621,57.5,C,13.4750,14.2500,13.2500,13.4000,0,,1.4077188,0.7530316,0.0164772,0.0408289,-0.1632602,0.0147464
20140621,60,C,11.5000,11.5000,11.2000,11.2000,150,450,0,0.9883903,0.0000000,0.0000000,0.0549443,0.0230071
20140621,62.5,C,6.4000,7.6200,6.4000,7.6200,0,1139,0,0.9883903,0.0000000,0.0000000,0.0548929,0.0239657
20140621,65,C,6.0000,6.0000,6.0000,6.0000,1,1373,0,0.9883903,0.0000000,0.0000000,0.0548416,0.0249243
20140621,67.5,C,3.8000,3.8000,3.6800,3.6800,9,3007,0,0.9883903,0.0000000,0.0000000,0.0547902,0.0258830
20140621,70,C,1.8300,2.0300,1.4100,1.6900,399,4772,0,0.9883903,0.0000000,0.0000000,0.0547389,0.0268416
20140621,72.5,C,0.5300,0.6000,0.3600,0.3600,147,1875,0,0.9883903,0.0000000,0.0000000,0.0546875,0.0278002
20140621,75,C,0.0900,0.0900,0.0900,0.0900,10,314,0,0.9883903,0.0000000,0.0000000,0.0546362,0.0287588
20140621,77.5,C,0.0200,0.0200,0.0200,0.0200,0,61,2.5711385,0.4837645,0.0116229,0.0526025,-0.4560085,0.0088574
20140621,80,C,0.0250,0.0800,0.0250,0.0250,0,,0.3928032,0.0139031,0.0068357,0.0047264,-0.0058592,0.0003538
20140719,47.5,C,23.4250,24.3250,23.2750,23.6000,0,,1.6433741,0.7786415,0.0072264,0.0612642,-0.0762071,0.0338953
20140719,50,C,20.8500,22.0250,20.8500,21.1750,0,,1.5030965,0.7596140,0.0083714,0.0649126,-0.0736091,0.0351938
20140719,55,C,14.8300,14.8300,14.8300,14.8300,0,6,0,0.9655737,0.0000000,0.0000000,0.0537508,0.0632331
20140719,57.5,C,8.8200,8.8200,8.8200,8.8200,0,1,0,0.9655737,0.0000000,0.0000000,0.0536995,0.0661073
20140719,60,C,10.4000,10.4000,10.4000,10.4000,0,38,0,0.9655737,0.0000000,0.0000000,0.0536482,0.0689815
20140719,62.5,C,5.7000,5.7000,5.7000,5.7000,0,137,0,0.9655737,0.0000000,0.0000000,0.0535969,0.0718558
20140719,65,C,6.1500,6.1500,6.1000,6.1000,3,835,0,0.9655737,0.0000000,0.0000000,0.0535455,0.0747300
20140719,67.5,C,4.2500,4.4500,4.1000,4.3000,15,1024,0,0.9655737,0.0000000,0.0000000,0.0534942,0.0776042
20140719,70,C,2.6100,2.6300,2.1400,2.1400,137,4233,0,0.9655737,0.0000000,0.0000000,0.0534429,0.0804785
20140719,72.5,C,1.1600,1.3300,0.9900,1.0400,186,5696,0,0.9655737,0.0000000,0.0000000,0.0533916,0.0833527
20140719,75,C,0.5600,0.5600,0.5200,0.5200,0,3464,0,0.9655737,0.0000000,0.0000000,0.0533402,0.0862269
20140719,77.5,C,0.1200,0.1200,0.0800,0.0800,0,82,0,0.9655737,0.0000000,0.0000000,0.0532889,0.0891012
20140719,80,C,0.0300,0.0300,0.0300,0.0300,0,20,2.7940789,0.5850039,0.0059584,0.0858846,-0.2528352,0.0228549
20140719,85,C,0.0300,0.0800,0.0300,0.0300,0,,0.3266301,0.0118530,0.0042193,0.0071095,-0.0021068,0.0008949
20141018,45,C,25.8500,26.8500,25.4500,26.1250,0,,0.5912737,0.7610207,0.0095739,0.0857155,0.0235073,0.1229729
20141018,47.5,C,23.4250,24.3750,22.9250,23.2500,0,,1.0780542,0.6822178,0.0069745,0.1138516,-0.0078782,0.0906286
20141018,50,C,20.9250,21.9750,20.5250,21.2750,0,,1.1555871,0.6605698,0.0068502,0.1198635,-0.0150156,0.0864898
20141018,55,C,16.1750,16.8000,16.1000,16.5000,0,,0.9610549,0.6102364,0.0090247,0.1313303,-0.0132811,0.0913926
20141018,57.5,C,12.3100,12.6100,12.3100,12.6100,0,104,0,0.8949947,0.0000000,0.0000000,0.0496902,0.2089487
20141018,60,C,10.1500,10.1500,10.1500,10.1500,0,58,0,0.8949947,0.0000000,0.0000000,0.0496390,0.2180335
20141018,62.5,C,8.7000,8.7000,8.7000,8.7000,0,46,3.8677968,0.7845314,0.0012825,0.0751111,-0.0647791,0.0271754
20141018,65,C,7.3000,7.3000,7.0500,7.0500,22,2431,0,0.8949947,0.0000000,0.0000000,0.0495366,0.2362029
20141018,67.5,C,5.6500,5.6500,5.6500,5.6500,2,361,0,0.8949947,0.0000000,0.0000000,0.0494853,0.2452876
20141018,70,C,4.0800,4.0800,3.8000,3.8000,3,2576,0,0.8949947,0.0000000,0.0000000,0.0494341,0.2543724
20141018,72.5,C,2.5500,2.6700,2.5500,2.5600,117,2510,0,0.8949947,0.0000000,0.0000000,0.0493829,0.2634571
20141018,75,C,1.5900,1.5900,1.5900,1.5900,1,1407,2.1432967,0.6154163,0.0040151,0.1303056,-0.0703391,0.0573716
20141018,77.5,C,0.9900,0.9900,0.9900,0.9900,15,109,0,0.8949947,0.0000000,0.0000000,0.0492804,0.2816266
20141018,80,C,0.5000,0.5000,0.4700,0.4800,0,53,0.4089943,0.1497575,0.0148899,0.0922129,-0.0058516,0.0327981
20141018,85,C,0.1850,0.2250,0.1800,0.1950,0,179,0,0.8949947,0.0000000,0.0000000,0.0491267,0.3088807
20150117,23,C,47.9750,49.4250,46.9500,47.8750,0,,2.9284874,0.7784291,0.0007784,0.0538839,0.0089143,0.0317107
20150117,25,C,46.0250,47.4250,44.9500,45.8750,0,,2.6679085,0.7671252,0.0009968,0.0628625,0.0060338,0.0392576
20150117,28,C,43.0250,44.4250,41.9500,42.8750,0,,2.3527951,0.7500117,0.0013552,0.0753722,0.0028753,0.0505122
20150117,30,C,39.4000,39.4000,39.4000,39.4000,0,1,0,0.8295748,0.0000000,0.0000000,0.0465367,0.1832641
20150117,33,C,38.1500,39.4250,36.9500,37.8750,0,,1.9499980,0.7204527,0.0020489,0.0944437,-0.0003906,0.0688363
20150117,35,C,36.2000,37.4250,34.9500,36.0000,0,,1.8290198,0.7085421,0.0023442,0.1013502,-0.0013587,0.0753625
20150117,38,C,32.9750,33.9250,32.2250,33.0250,0,,1.6508047,0.6891959,0.0028632,0.1117282,-0.0022847,0.0855299
20150117,40,C,29.1400,29.1400,29.1400,29.1400,0,14,0,0.8295748,0.0000000,0.0000000,0.0463321,0.2443522
20150117,42,C,28.9500,30.0500,28.6750,29.6000,0,3,0,0.8295748,0.0000000,0.0000000,0.0462912,0.2565698
20150117,45,C,26.1000,26.1000,26.0800,26.0800,0,12,0.2051517,0.7771032,0.0113354,0.0549700,0.0408093,0.2513207
20150117,47,C,24.1000,24.1000,24.1000,24.1000,0,16,0.6539047,0.6090367,0.0093989,0.1452799,0.0128865,0.1564917
20150117,50,C,19.8000,19.8000,19.8000,19.8000,0,182,0,0.8295748,0.0000000,0.0000000,0.0461276,0.3054402
20150117,52.5,C,19.1900,19.1900,19.1900,19.1900,1,145,0,0.8295748,0.0000000,0.0000000,0.0460765,0.3207122
20150117,55,C,16.1700,16.1700,16.1700,16.1700,0,473,0,0.8295748,0.0000000,0.0000000,0.0460253,0.3359842
20150117,57.5,C,14.3000,14.3000,14.3000,14.3000,0,618,0,0.8295748,0.0000000,0.0000000,0.0459742,0.3512562
20150117,60,C,12.4000,12.4000,12.3000,12.3000,8,1175,0,0.8295748,0.0000000,0.0000000,0.0459231,0.3665283
20150117,62.5,C,9.7500,9.7500,9.7500,9.7500,0,289,0,0.8295748,0.0000000,0.0000000,0.0458719,0.3818003
20150117,65,C,7.1000,7.1000,7.1000,7.1000,0,4870,0,0.8295748,0.0000000,0.0000000,0.0458208,0.3970723
