AAPL,AAPL R735QTJ8XC9X,20110228,0.207272304825141,14945033,
ADBE,ADBE R735QTJ8XC9X,20110228,0.0078894431,5823926,
ADP,AUD R735QTJ8XC9X,20110228,0.0079928196,4071164,
ADSK,ADSK R735QTJ8XC9X,20110228,0.0045635507,2763920,
AKAM,AKAM RP9Y0ZSHT205,20110228,0.0031384907,2129761,
ALTR,ALTR R735QTJ8XC9X,20110228,0.008440702,5135325,
AMAT,AMAT R735QTJ8XC9X,20110228,0.0052066392,8070650,
AMGN,AMGN R735QTJ8XC9X,20110228,0.0103681421,5144205,
AMZN,AMZN R735QTJ8XC9X,20110228,0.0236839561,3480722,
APOL,APOL R735QTJ8XC9X,20110228,0.0031018083,1745376,
ATVI,ATVI R735QTJ8XC9X,20110228,0.0054924997,12579224,
BBBY,BBBY R735QTJ8XC9X,20110228,0.007695173817646,4070153,
BIDU,BIDU TAWKXZJ50P5X,20110228,0.0152370455,3202802,
BIIB,IDPH R735QTJ8XC9X,20110228,0.0081274056,3026108,
BMC,BMCS R735QTJ8XC9X,20110228,0.0046892654,2412616,
BRCM,BRCM R9YJOMXYYK4L,20110228,0.0078738665,4864841,
CA,CA R735QTJ8XC9X,20110228,0.0055847362,5739710,
CELG,CELG R735QTJ8XC9X,20110228,0.0113642182,5450466,
CEPH,CEPH R735QTJ8XC9X,20110228,0.0018925986,855976,
CERN,CERN R735QTJ8XC9X,20110228,0.0038016936,963864,
CHKP,CHKPF R735QTJ8XC9X,20110228,0.0046875989,2395306,
CHRW,CHRW R735QTJ8XC9X,20110228,0.005447622,1916536,
CMCSA,CMCSA SJTSDFE19S9X,20110228,0.0171221318,16927802,
COST,COST R735QTJ8XC9X,20110228,0.0078104784,2659639,
CSCO,CSCO R735QTJ8XC9X,20110228,0.0168568772,23130645,
CTRP,CTRP SUCVHF80Q92D,20110228,0.0027173277,1784986,
CTSH,CTSH RBOKUIZLS38L,20110228,0.010426719796294,3454454,
CTXS,CTXS R735QTJ8XC9X,20110228,0.0071783407,2605692,
DELL,DELL R735QTJ8XC9X,20110228,0.0051937978,8355890,
DLTR,DLTR R735QTJ8XC9X,20110228,0.0030457217,1541481,
DTV,HS SUQNQQCDSTB9,20110228,0.0127994285,7090954,
EBAY,EBAY REC37LGZ79T1,20110228,0.0149414427,11357206,
ERTS,ERTS R735QTJ8XC9X,20110228,0.0028847564,3907868,
ESRX,ESRX R735QTJ8XC9X,20110228,0.0121071428,5484530,
EXPD,EXPD R735QTJ8XC9X,20110228,0.004571013,2435416,
EXPE,EXPE TB0IQCZTBPT1,20110228,0.0024729744,3171239,
FAST,FAST R735QTJ8XC9X,20110228,0.0040151639,1645851,
FFIV,FFIV RL97B90OK5ET,20110228,0.0042032747,907105,
FISV,FISV R735QTJ8XC9X,20110228,0.005398061,2172844,
FLEX,FLEXF R735QTJ8XC9X,20110228,0.0030843575,9709677,
FLIR,FLIR R735QTJ8XC9X,20110228,0.0024593174,1939102,
FSLR,FSLR TNQDLU3AWJFP,20110228,0.0050727879,876531,
GENZ,GENZ R735QTJ8XC9X,20110228,0.0111860264,3775767,
GILD,GILD R735QTJ8XC9X,20110228,0.0142943024,9339201,
GOOG,GOOG T1AZ164W5VTX,20110228,0.042517098,1765259,
GRMN,GRMN S0DPIYB0VD5X,20110228,0.0027931742,2095303,
HSIC,HSIC R735QTJ8XC9X,20110228,0.0029111859,1074819,
ILMN,ILMN RWQR2INKP0TH,20110228,0.003905929,1433354,
INFY,INFY RIXIBAXC20RP,20110228,0.0034367415,1312229,
INTC,INTC R735QTJ8XC9X,20110228,0.0192338223,22815088,
INTU,INTU R735QTJ8XC9X,20110228,0.0095109046,4606699,
ISRG,ISRG RVIFYB6Z92LH,20110228,0.0059051423,458576,
JOYG,JOYG S6U310MUXF1H,20110228,0.004529367,1184558,
KLAC,KLAC R735QTJ8XC9X,20110228,0.0045334282,2364926,
LIFE,IVGN RIKPI36527OL,20110228,0.0046257669,2207370,
LINTA,LINTA TIIB7Z82AFS5,20110228,0.0040425527,6410601,
LLTC,LLTC R735QTJ8XC9X,20110228,0.0047758664,3519387,
LRCX,LRCX R735QTJ8XC9X,20110228,0.0031976218,1483349,
MAT,MAT R735QTJ8XC9X,20110228,0.0047166072,4793329,
MCHP,MCHP R735QTJ8XC9X,20110228,0.0026286405,1813743,
MICC,MICCF R735QTJ8XC9X,20110228,0.0041938054,1219250,
MRVL,MRVL RVW87MBCBMUD,20110228,0.005204211,7250489,
MSFT,MSFT R735QTJ8XC9X,20110228,0.0358948882,34392696,
MU,MU R735QTJ8XC9X,20110228,0.005208189,11917363,
MXIM,MXIM R735QTJ8XC9X,20110228,0.0036850477,3402808,
MYL,MYL R735QTJ8XC9X,20110228,0.0046380476,5164849,
NFLX,NFLX SEWJWLJNHZDX,20110228,0.0047214566,581818,
NIHD,NIHD SML8IVC2ZZHH,20110228,0.0030906974,1921698,
NTAP,NTAP R735QTJ8XC9X,20110228,0.0088468516,4361370,
NVDA,NVDA RHM8UTD8DT2D,20110228,0.0058582424,6584094,
NWSA,NWSA T3MO1488O0H1,20110228,0.0113748005,16677562,
ORCL,ORCL R735QTJ8XC9X,20110228,0.0316292217,24483934,
ORLY,ORLY R735QTJ8XC9X,20110228,0.0035482955,1625885,
PAYX,PAYX R735QTJ8XC9X,20110228,0.0052923406,4007832,
PCAR,PCAR R735QTJ8XC9X,20110228,0.0093992189,4775102,
PCLN,PCLN RJG7T2VJICTH,20110228,0.0108166963,606935,
QCOM,QCOM R735QTJ8XC9X,20110228,0.0533148966,22789598,
QGEN,QGENF R735QTJ8XC9X,20110228,0.0022297067,2752562,
RIMM,RIMM RHZ1O14FDM5H,20110228,0.0158649829,6108914,
ROST,ROST R735QTJ8XC9X,20110228,0.0040249266,1422895,
SBUX,SBUX R735QTJ8XC9X,20110228,0.0155860183,12035749,
SHLD,KMRT SPDO4ENASXUT,20110228,0.00439532,1343637,
SIAL,SIAL R735QTJ8XC9X,20110228,0.0034133626,1360624,
SNDK,SNDK R735QTJ8XC9X,20110228,0.0054215111,2783731,
SPLS,SPLS R735QTJ8XC9X,20110228,0.0047459605,5674572,
SRCL,SRCL R735QTJ8XC9X,20110228,0.0035619445,1049691,
STX,STX SKFG7HFQYDT1,20110228,0.0027461776,5506980,
SYMC,SYMC R735QTJ8XC9X,20110228,0.0067123276,9481259,
TEVA,TEVIY R735QTJ8XC9X,20110228,0.016650794,8464198,
URBN,URBN R735QTJ8XC9X,20110228,0.0028553952,1894741,
VMED,NTLI SLBXYKIBHA3P,20110228,0.0041237972,3855483,
VOD,VOD R735QTJ8XC9X,20110228,0.0095811076,8525791,
VRSN,VRSN R7UQ9FRZ2GRP,20110228,0.0026253128,1894602,
VRTX,VRTX R735QTJ8XC9X,20110228,0.0045485433,2482122,
WCRX,WCRX TM694I8OJJAD,20110228,0.0027568629,2964982,
WFMI,WFMI R735QTJ8XC9X,20110228,0.0048698694,2117897,
WYNN,WYNN SJ56738TCX9H,20110228,0.0076193128,1578507,
XLNX,XLNX R735QTJ8XC9X,20110228,0.0052423998,4015384,
XRAY,XRAY R735QTJ8XC9X,20110228,0.002337393,1592932,
YHOO,YHOO R735QTJ8XC9X,20110228,0.0047131933,7319139,
