A,A RPTMYV3VC57P,20201130,0.00120434,3331651,
AAL,AAL VM9RIYHM8ACL,20201130,0.00023431,5362584,
AAP,AAP SA48O8J43YAT,20201130,0.00034071,745983,
AAPL,AAPL R735QTJ8XC9X,20201130,0.06373806,173139280,
ABBV,ABBV VCY032R250MD,20201130,0.00614855,19012984,
ABC,AAS R735QTJ8XC9X,20201130,0.00050495,1583705,
ABMD,ABMD R735QTJ8XC9X,20201130,0.00040944,483072,
ABT,ABT R735QTJ8XC9X,20201130,0.00638372,19076236,
ACN,ACN S6HA7SVNXLYD,20201130,0.00527991,6854830,
ADBE,ADBE R735QTJ8XC9X,20201130,0.00764668,5168262,
ADI,ADI R735QTJ8XC9X,20201130,0.00170274,3959214,
ADM,ADM R735QTJ8XC9X,20201130,0.00092031,5979894,
ADP,AUD R735QTJ8XC9X,20201130,0.00249053,4631988,
ADSK,ADSK R735QTJ8XC9X,20201130,0.00204756,2362918,
AEE,AEE R735QTJ8XC9X,20201130,0.00062938,2616795,
AEP,AEP R735QTJ8XC9X,20201130,0.00139394,5310241,
AES,AES R735QTJ8XC9X,20201130,0.00044848,7095649,
AFL,AFL R735QTJ8XC9X,20201130,0.00097034,7143126,
AIG,AIG R735QTJ8XC9X,20201130,0.00110274,9277179,
AIV,AIV R735QTJ8XC9X,20201130,0.00018862,1623116.5,
AIZ,AIZ SVXZEUFT60DH,20201130,0.00026023,651774,
AJG,AJG R735QTJ8XC9X,20201130,0.0007313,2049165,
AKAM,AKAM RP9Y0ZSHT205,20201130,0.00055722,1740890,
ALB,ALB R735QTJ8XC9X,20201130,0.00048276,1148183,
ALGN,ALGN S1PYFJ8AMC11,20201130,0.00114988,772627,
ALK,ALK R735QTJ8XC9X,20201130,0.00020873,1324309,
ALL,ALL R735QTJ8XC9X,20201130,0.00106497,3364929,
ALLE,ALLE VM2VEAXFP085,20201130,0.00035464,1005676,
ALXN,ALXN R735QTJ8XC9X,20201130,0.00089165,2361405,
