A,A RPTMYV3VC57P,20201127,0.00117008,3313891,
AAL,AAL VM9RIYHM8ACL,20201127,0.00024714,5331000,
AAP,AAP SA48O8J43YAT,20201127,0.00034427,741951,
AAPL,AAPL R735QTJ8XC9X,20201127,0.06213795,172212400,
ABBV,ABBV VCY032R250MD,20201127,0.00613882,18911224,
ABC,AAS R735QTJ8XC9X,20201127,0.00050311,1575257,
ABMD,ABMD R735QTJ8XC9X,20201127,0.00040431,480480,
ABT,ABT R735QTJ8XC9X,20201127,0.00631957,18974188,
ACN,ACN S6HA7SVNXLYD,20201127,0.00527772,6818158,
ADBE,ADBE R735QTJ8XC9X,20201127,0.00758913,5140614,
ADI,ADI R735QTJ8XC9X,20201127,0.00167876,3937902,
ADM,ADM R735QTJ8XC9X,20201127,0.00092865,5947830,
ADP,AUD R735QTJ8XC9X,20201127,0.00249878,4607220,
ADSK,ADSK R735QTJ8XC9X,20201127,0.00198429,2350246,
AEE,AEE R735QTJ8XC9X,20201127,0.00063622,2602587,
AEP,AEP R735QTJ8XC9X,20201127,0.00138806,5281633,
AES,AES R735QTJ8XC9X,20201127,0.00045953,7057345,
AFL,AFL R735QTJ8XC9X,20201127,0.00099563,7104918,
AIG,AIG R735QTJ8XC9X,20201127,0.00113401,9227547,
AIV,AIV R735QTJ8XC9X,20201127,0.00015163,1591824,
AIZ,AIZ SVXZEUFT60DH,20201127,0.00026844,648318,
AJG,AJG R735QTJ8XC9X,20201127,0.00073079,2038125,
AKAM,AKAM RP9Y0ZSHT205,20201127,0.00055901,1731482,
ALB,ALB R735QTJ8XC9X,20201127,0.00048654,1142039,
ALGN,ALGN S1PYFJ8AMC11,20201127,0.0011309,768499,
ALK,ALK R735QTJ8XC9X,20201127,0.00021014,1317205,
ALL,ALL R735QTJ8XC9X,20201127,0.00107867,3346881,
ALLE,ALLE VM2VEAXFP085,20201127,0.00035381,1000396,
ALXN,ALXN R735QTJ8XC9X,20201127,0.0009001,2348733,
AMAT,AMAT R735QTJ8XC9X,20201127,0.00250382,9787613,
AMCR,AMCR X58W2VQW0QXX,20201127,0.00060106,16917916,
AMD,AMD R735QTJ8XC9X,20201127,0.003395,12581758,
AME,AME R735QTJ8XC9X,20201127,0.00089833,2423566,
AMGN,AMGN R735QTJ8XC9X,20201127,0.00436708,6276886,
AMP,AMP TCIOBI43J7MT,20201127,0.00076087,1288895,
AMT,AMT RBASL7V8PIZP,20201127,0.00344324,4752846,
AMZN,AMZN R735QTJ8XC9X,20201127,0.04510291,4560960,
ANET,ANET VR60JOYTXC2T,20201127,0.00049128,582419,
ANSS,ANSS R735QTJ8XC9X,20201127,0.00093564,915007,
ANTM,ATH S9AP9FK1TBHH,20201127,0.00260926,2695374,
AON,AOC R735QTJ8XC9X,20201127,0.00158719,2482615,
AOS,AOS R735QTJ8XC9X,20201127,0.00025615,1450019,
APA,APA R735QTJ8XC9X,20201127,0.00017241,4002071,
APD,APD R735QTJ8XC9X,20201127,0.00202796,2358568,
APH,APH R735QTJ8XC9X,20201127,0.00129429,3169490,
APTV,DLPH V1OBWK1IM6HX,20201127,0.00109136,2893852,
ARE,ARE R735QTJ8XC9X,20201127,0.00063047,1256440,
ATO,ATO R735QTJ8XC9X,20201127,0.00038364,1280331,
ATVI,ATVI R735QTJ8XC9X,20201127,0.00200279,8281936,
AVB,BYA R735QTJ8XC9X,20201127,0.00077509,1491921,
AVGO,AVGO UEW4IOBWVPT1,20201127,0.00525247,4297243,
AVY,AVY R735QTJ8XC9X,20201127,0.00041522,892667,
AWK,AWK U21CEQEKX4DH,20201127,0.00091646,1926308,
