#expiry,strike,right,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,468.3800,474.7400,468.3300,474.6000,68277421,,,,,,,
20240109,405,C,63.0350,70.0000,62.6550,69.5900,0,,0.0000001,1,0,0,0,0
20240109,406,C,62.2650,69.0300,61.9450,68.6850,0,,0.0000001,1,0,0,0,0
20240109,407,C,61.0400,68.0300,60.7800,67.5600,0,,0.0000001,1,0,0,0,0
20240109,408,C,60.2550,66.9650,59.9350,66.5600,0,,0.0000001,1,0,0,0,0
20240109,409,C,59.2550,66.0350,58.9500,65.5350,0,,0.0000001,1,0,0,0,0
20240109,410,C,58.2550,64.9650,57.9500,64.5600,1,1,0.0000001,1,0,0,0,0
20240109,411,C,57.0150,64.0300,56.7350,63.5700,0,,0.0000001,1,0,0,0,0
20240109,412,C,56.0250,63.0200,55.7450,62.5900,0,,0.0000001,1,0,0,0,0
20240109,413,C,55.0150,62.0300,54.7350,61.5750,0,,0.0000001,1,0,0,0,0
20240110,405,C,63.0800,70.0400,62.8150,69.6200,3,3,1.0243866,0.9986906,0.0001882,0.0012008,-0.0551000,-0.0004651
20240110,406,C,62.0950,69.0200,61.7150,68.6350,0,1,1.0097577,0.9986715,0.0001936,0.0012056,-0.0575529,-0.0004610
20240110,407,C,61.0950,68.0400,60.8150,67.6150,0,,0.9949344,0.9986550,0.0001988,0.0012098,-0.0569222,-0.0004568
20240110,408,C,60.0950,66.9950,59.8050,66.6200,0,,0.9801477,0.9986380,0.0002043,0.0012139,-0.0562868,-0.0004553
20240110,409,C,59.0950,66.0350,58.8100,65.6200,0,,0.9653973,0.9986206,0.0002099,0.0012179,-0.0556558,-0.0004506
20240110,410,C,58.1000,65.0200,57.8150,64.6400,0,,0.9506830,0.9986027,0.0002158,0.0012220,-0.0550140,-0.0004463
20240110,411,C,57.1350,64.0200,56.8650,63.6400,0,,0.9360046,0.9985843,0.0002220,0.0012262,-0.0543628,-0.0004408
20240110,412,C,56.2950,63.0500,56.0150,62.6250,0,,0.9213621,0.9985653,0.0002284,0.0012304,-0.0536868,-0.0004385
20240110,413,C,55.1000,62.0250,54.8250,61.6200,0,,0.9067552,0.9985458,0.0002351,0.0012345,-0.0530308,-0.0004344
20240930,404,C,81.7550,88.0800,81.4400,87.3550,0,4,0.1857914,0.8549470,0.0032380,0.8669661,-0.0234441,-0.1890177
20261218,410,C,114.0000,119.6650,111.1650,118.9700,0,5,0.1779143,0.6985475,0.0025528,2.3278853,-0.0144928,-0.8485138
