#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V67S42RJBGU9,DC01J12,15.8,15.8,15.76,15.78,27,4673
DC V70C2SDFJCHT,DC30K12,15.06,15.1,14.91,14.95,163,4684
DC V8PDSL1WA4G1,DC31M12,15.06,15.11,14.86,14.98,139,3814
DC V7YSQ26C7R41,DC04M12,15.68,15.75,15.56,15.65,83,2954
DC V9GYB7AMF8XT,DC28Q12,16.34,16.34,16.22,16.27,43,2751
DC VAFEYH3J3NK1,DC02U12,16.41,16.41,16.34,16.35,51,2439
DC VB50KWLX39Q9,DC28V12,16.38,16.4,16.34,16.37,44,2239
DC VC5G4D55X6O1,DC04X12,16.35,16.36,16.27,16.32,44,2065
DC VCY032R252BL,DC02Z12,16.31,16.31,16.19,16.22,110,2005
DC VDOL5LMM7FNL,DC29F13,16.15,16.15,16.14,16.14,39,238
DC VEG5O7VCCK5D,DC26G13,16.1,16.1,16.1,16.1,7,153
DC VFEMBHO90YRL,DC02H13,16.35,16.35,16.29,16.29,14,133
DC VH4NHDPVUHVL,DC04K13,16.1,16.1,16.1,16.1,1,29
DC VHW7ZZYLZMDD,DC02M13,15.975,16.075,15.975,16.075,0,29
DC VINSIM7C4QV5,DC30N13,16.145,16.275,16.145,16.275,0,17
