#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V8PDSL1WA4G1,DC31M12,0,0,0,0,0,
DC V9GYB7AMF8XT,DC28Q12,17.82,18,17.79,17.96,182,4924
DC VAFEYH3J3NK1,DC02U12,18.95,19.19,18.9,19.14,236,3935
DC VB50KWLX39Q9,DC28V12,18.8,19.1,18.8,19.03,165,3274
DC VC5G4D55X6O1,DC04X12,18.73,19.06,18.73,18.9,116,2960
DC VCY032R252BL,DC02Z12,18.64,19,18.64,18.9,79,2822
DC VDOL5LMM7FNL,DC29F13,18.58,18.84,18.53,18.84,65,831
DC VEG5O7VCCK5D,DC26G13,18.27,18.5,18.27,18.5,49,673
DC VFEMBHO90YRL,DC02H13,18.06,18.3,17.99,18.25,125,486
DC VH4NHDPVUHVL,DC04K13,17.99,18.3,17.99,18.3,36,295
DC VHW7ZZYLZMDD,DC02M13,18.09,18.5,18.09,18.5,35,203
DC VINSIM7C4QV5,DC30N13,18.25,18.3,18.25,18.3,15,128
