#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC VAFEYH3J3NK1,DC02U12,18.86,18.9,18.84,18.88,106,4684
DC VB50KWLX39Q9,DC28V12,19.68,20.09,19.64,19.93,377,4879
DC VC5G4D55X6O1,DC04X12,20.08,20.45,20.08,20.34,177,4046
DC VCY032R252BL,DC02Z12,20.1,20.33,20.06,20.14,169,3576
DC VDOL5LMM7FNL,DC29F13,19.75,19.9,19.68,19.84,54,1486
DC VEG5O7VCCK5D,DC26G13,19.35,19.48,19.26,19.39,31,1273
DC VFEMBHO90YRL,DC02H13,19.06,19.24,18.87,19.09,44,850
DC VH4NHDPVUHVL,DC04K13,18.99,19,18.79,18.9,10,688
DC VHW7ZZYLZMDD,DC02M13,18.71,18.77,18.71,18.74,14,614
DC VINSIM7C4QV5,DC30N13,18.9,18.92,18.8,18.86,24,503
