#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,16.09,16.11,15.36,15.61,466,5963
DC V67S42RJBGU9,DC01J12,15.73,15.82,15.55,15.71,254,3716
DC V70C2SDFJCHT,DC30K12,16.19,16.2,16,16.1,134,3106
DC V8PDSL1WA4G1,DC31M12,16.57,16.58,16.4,16.52,79,2658
DC V7YSQ26C7R41,DC04M12,16.71,16.71,16.65,16.65,36,2083
DC V9GYB7AMF8XT,DC28Q12,16.78,16.82,16.72,16.75,38,2018
DC VAFEYH3J3NK1,DC02U12,16.85,16.9,16.75,16.8,34,1930
DC VB50KWLX39Q9,DC28V12,16.88,16.9,16.66,16.79,21,1656
DC VC5G4D55X6O1,DC04X12,16.69,16.71,16.5,16.63,37,1543
DC VCY032R252BL,DC02Z12,16.72,16.74,16.55,16.6,39,1535
DC VDOL5LMM7FNL,DC29F13,16.58,16.58,16.49,16.49,10,122
DC VEG5O7VCCK5D,DC26G13,16.6,16.6,16.55,16.55,14,69
DC VFEMBHO90YRL,DC02H13,16.3,16.3,16.3,16.3,7,20
DC VH4NHDPVUHVL,DC04K13,16.36,16.36,16.36,16.36,1,15
DC VHW7ZZYLZMDD,DC02M13,16.40,16.415,16.325,16.325,0,14
DC VINSIM7C4QV5,DC30N13,16.375,16.375,16.365,16.365,0,9
