#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,15.62,15.68,15.61,15.65,291,5996
DC V5E8P9SH0U0X,DC01H12,15.62,15.68,15.61,15.65,291,5996
DC V67S42RJBGU9,DC01J12,16.38,16.4,16.15,16.31,727,4881
DC V70C2SDFJCHT,DC30K12,15.59,15.62,15.15,15.3,358,4201
DC V8PDSL1WA4G1,DC31M12,15.9,15.9,15.43,15.66,179,3478
DC V7YSQ26C7R41,DC04M12,16.35,16.4,16.02,16.2,102,2576
DC V9GYB7AMF8XT,DC28Q12,16.6,16.65,16.53,16.58,39,2428
DC VAFEYH3J3NK1,DC02U12,16.78,16.78,16.72,16.78,20,2274
DC VB50KWLX39Q9,DC28V12,16.75,16.85,16.7,16.83,21,2091
DC VC5G4D55X6O1,DC04X12,16.45,16.51,16.35,16.51,39,1880
DC VCY032R252BL,DC02Z12,16.45,16.48,16.37,16.45,21,1799
DC VDOL5LMM7FNL,DC29F13,16.07,16.07,16.07,16.07,1,173
DC VEG5O7VCCK5D,DC26G13,16.08,16.08,16.08,16.08,2,132
DC VFEMBHO90YRL,DC02H13,16.38,16.38,16.38,16.38,4,34
DC VH4NHDPVUHVL,DC04K13,16.025,16.025,16.015,16.025,0,24
DC VHW7ZZYLZMDD,DC02M13,16.015,16.015,16.005,16.015,0,26
DC VINSIM7C4QV5,DC30N13,0,0,0,0,0,16
