#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,15.64,15.66,15.62,15.63,29,6101
DC V67S42RJBGU9,DC01J12,15.61,16,15.36,15.79,294,4832
DC V70C2SDFJCHT,DC30K12,15.28,15.56,15.09,15.14,238,4030
DC V8PDSL1WA4G1,DC31M12,15.63,15.88,15.51,15.53,109,3390
DC V7YSQ26C7R41,DC04M12,16.18,16.41,16.15,16.15,101,2504
DC V9GYB7AMF8XT,DC28Q12,16.55,16.81,16.55,16.6,28,2390
DC VAFEYH3J3NK1,DC02U12,16.64,16.92,16.61,16.7,19,2275
DC VB50KWLX39Q9,DC28V12,16.58,16.79,16.58,16.79,2,2077
DC VC5G4D55X6O1,DC04X12,16.375,16.51,16.29,16.38,0,1870
DC VCY032R252BL,DC02Z12,16.42,16.42,16.38,16.38,3,1780
DC VDOL5LMM7FNL,DC29F13,16.01,16.01,16.01,16.01,3,172
DC VEG5O7VCCK5D,DC26G13,16.08,16.08,16.08,16.08,1,129
DC VFEMBHO90YRL,DC02H13,16.38,16.4,16.38,16.38,8,34
DC VH4NHDPVUHVL,DC04K13,15.95,15.99,15.94,15.99,0,24
DC VHW7ZZYLZMDD,DC02M13,15.94,16.025,15.93,15.98,0,26
DC VINSIM7C4QV5,DC30N13,0,0,0,0,0,15
