#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V70C2SDFJCHT,DC30K12,14.9,15.38,14.88,15.27,323,4841
DC V8PDSL1WA4G1,DC31M12,14.18,14.85,14.15,14.78,492,4488
DC V7YSQ26C7R41,DC04M12,14.65,15.27,14.62,15.17,304,3174
DC V9GYB7AMF8XT,DC28Q12,15.26,15.65,15.19,15.56,153,2985
DC VAFEYH3J3NK1,DC02U12,15.76,15.98,15.73,15.9,44,2588
DC VB50KWLX39Q9,DC28V12,15.97,16.08,15.97,16,23,2333
DC VC5G4D55X6O1,DC04X12,15.85,15.85,15.85,15.85,4,2207
DC VCY032R252BL,DC02Z12,15.71,15.74,15.7,15.7,6,2112
DC VDOL5LMM7FNL,DC29F13,15.58,15.58,15.52,15.58,9,312
DC VEG5O7VCCK5D,DC26G13,15.46,15.46,15.41,15.45,4,186
DC VFEMBHO90YRL,DC02H13,15.97,15.97,15.7,15.71,5,115
DC VH4NHDPVUHVL,DC04K13,15.72,15.72,15.72,15.72,4,46
DC VHW7ZZYLZMDD,DC02M13,15.7,15.7,15.61,15.61,0,41
DC VINSIM7C4QV5,DC30N13,16,16,16,16,0,25
