#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,16.54,16.95,16.28,16.56,397,5218
DC V67S42RJBGU9,DC01J12,16.6,16.89,16.56,16.8,122,3227
DC V70C2SDFJCHT,DC30K12,16.8,16.92,16.76,16.81,31,2942
DC V8PDSL1WA4G1,DC31M12,17.02,17.17,16.95,17.1,87,2486
DC V7YSQ26C7R41,DC04M12,17.15,17.2,17.11,17.15,34,1803
DC V9GYB7AMF8XT,DC28Q12,17.2,17.25,17.18,17.25,11,1799
DC VAFEYH3J3NK1,DC02U12,17.18,17.25,17.15,17.16,42,1698
DC VB50KWLX39Q9,DC28V12,17.1,17.12,17.04,17.04,21,1452
DC VC5G4D55X6O1,DC04X12,17,17.09,17,17.07,19,1378
DC VCY032R252BL,DC02Z12,17.05,17.09,17,17.08,14,1372
DC VDOL5LMM7FNL,DC29F13,16.86,16.86,16.86,16.86,2,99
DC VEG5O7VCCK5D,DC26G13,16.49,16.545,16.39,16.45,0,34
DC VFEMBHO90YRL,DC02H13,0,0,0,0,0,17
DC VH4NHDPVUHVL,DC04K13,0,0,0,0,0,12
DC VHW7ZZYLZMDD,DC02M13,0,0,0,0,0,10
DC VINSIM7C4QV5,DC30N13,0,0,0,0,0,4
