#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V70C2SDFJCHT,DC30K12,15.21,15.23,15.21,15.23,5,4625
DC V8PDSL1WA4G1,DC31M12,15.66,15.83,15.48,15.58,329,4695
DC V7YSQ26C7R41,DC04M12,16.18,16.32,15.8,16.08,312,3791
DC V9GYB7AMF8XT,DC28Q12,16.2,16.27,15.82,16.15,141,3225
DC VAFEYH3J3NK1,DC02U12,16.27,16.33,15.99,16.25,53,2810
DC VB50KWLX39Q9,DC28V12,16.2,16.2,16,16.1,30,2434
DC VC5G4D55X6O1,DC04X12,16.05,16.05,15.95,15.95,15,2289
DC VCY032R252BL,DC02Z12,15.98,15.98,15.85,15.9,15,2209
DC VDOL5LMM7FNL,DC29F13,15.73,15.98,15.73,15.81,0,383
DC VEG5O7VCCK5D,DC26G13,15.6,15.6,15.6,15.6,0,222
DC VFEMBHO90YRL,DC02H13,15.66,15.66,15.66,15.66,0,162
DC VH4NHDPVUHVL,DC04K13,15.9,15.92,15.9,15.92,9,83
DC VHW7ZZYLZMDD,DC02M13,15.72,15.72,15.71,15.72,0,49
DC VINSIM7C4QV5,DC30N13,15.995,15.995,15.845,15.865,0,29
