#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,17.39,17.83,17.25,17.76,716,
DC V5E8P9SH0U0X,DC01H12,17.39,17.83,17.25,17.76,716,
DC V67S42RJBGU9,DC01J12,17.65,17.71,17.61,17.61,32,
DC V70C2SDFJCHT,DC30K12,17.57,17.62,17.54,17.59,19,
DC V8PDSL1WA4G1,DC31M12,17.54,17.6,17.5,17.6,25,
DC V7YSQ26C7R41,DC04M12,17.5,17.5,17.5,17.5,4,
DC V9GYB7AMF8XT,DC28Q12,17.48,17.55,17.45,17.55,13,
DC VAFEYH3J3NK1,DC02U12,17.51,17.52,17.46,17.52,17,
DC VB50KWLX39Q9,DC28V12,17.21,17.24,17.21,17.24,8,
DC VC5G4D55X6O1,DC04X12,17.18,17.19,17.18,17.19,5,
DC VCY032R252BL,DC02Z12,17.15,17.2,17.14,17.19,16,
DC VDOL5LMM7FNL,DC29F13,17.03,17.04,17.03,17.04,4,
DC VEG5O7VCCK5D,DC26G13,16.5,16.5,16.5,16.5,0,
DC VFEMBHO90YRL,DC02H13,16.5,16.5,16.5,16.5,0,
DC VH4NHDPVUHVL,DC04K13,16.41,16.425,16.41,16.425,0,
DC VHW7ZZYLZMDD,DC02M13,16.25,16.445,16.25,16.445,0,
DC VINSIM7C4QV5,DC30N13,16.25,16.45,16.25,16.45,0,
