#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,15.65,15.68,15.64,15.65,63,6125
DC V67S42RJBGU9,DC01J12,16.05,16.37,16,16.27,574,4829
DC V70C2SDFJCHT,DC30K12,15.4,15.7,15.36,15.55,328,4105
DC V8PDSL1WA4G1,DC31M12,15.78,15.99,15.74,15.83,188,3439
DC V7YSQ26C7R41,DC04M12,16.25,16.42,16.12,16.42,99,2569
DC V9GYB7AMF8XT,DC28Q12,16.65,16.83,16.61,16.65,30,2416
DC VAFEYH3J3NK1,DC02U12,16.78,16.83,16.76,16.8,24,2275
DC VB50KWLX39Q9,DC28V12,16.77,16.9,16.77,16.83,23,2083
DC VC5G4D55X6O1,DC04X12,16.42,16.54,16.39,16.44,12,1872
DC VCY032R252BL,DC02Z12,16.48,16.48,16.36,16.42,14,1785
DC VDOL5LMM7FNL,DC29F13,16.11,16.11,16.11,16.11,0,172
DC VEG5O7VCCK5D,DC26G13,16.18,16.18,16.18,16.18,0,130
DC VFEMBHO90YRL,DC02H13,16.38,16.38,16.38,16.38,8,34
DC VH4NHDPVUHVL,DC04K13,16.2,16.2,16.11,16.11,0,24
DC VHW7ZZYLZMDD,DC02M13,16.2,16.2,16.11,16.11,0,26
DC VINSIM7C4QV5,DC30N13,16.35,16.35,16.35,16.35,0,16
