#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V9GYB7AMF8XT,DC28Q12,17.57,17.64,17.54,17.58,132,
DC VAFEYH3J3NK1,DC02U12,19.1,19.32,19.05,19.18,177,
DC VB50KWLX39Q9,DC28V12,19.48,19.68,19.48,19.65,140,
DC VC5G4D55X6O1,DC04X12,19.6,19.81,19.55,19.71,107,
DC VCY032R252BL,DC02Z12,19.35,19.58,19.3,19.5,136,
DC VDOL5LMM7FNL,DC29F13,19.05,19.19,19,19.09,67,
DC VEG5O7VCCK5D,DC26G13,18.7,18.85,18.64,18.75,53,
DC VFEMBHO90YRL,DC02H13,18.58,18.85,18.56,18.72,73,
DC VH4NHDPVUHVL,DC04K13,18.43,18.7,18.39,18.7,56,
DC VHW7ZZYLZMDD,DC02M13,18.49,18.76,18.38,18.54,35,
DC VINSIM7C4QV5,DC30N13,18.5,18.72,18.45,18.65,45,
