#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,17.44,17.85,17.4,17.68,1074,5271
DC V67S42RJBGU9,DC01J12,17.39,17.6,17.39,17.58,107,2934
DC V70C2SDFJCHT,DC30K12,17.28,17.46,17.26,17.4,75,2764
DC V8PDSL1WA4G1,DC31M12,17.22,17.4,17.22,17.35,30,2337
DC V7YSQ26C7R41,DC04M12,17.37,17.4,17.34,17.36,23,1683
DC V9GYB7AMF8XT,DC28Q12,17.34,17.39,17.34,17.39,13,1621
DC VAFEYH3J3NK1,DC02U12,17.37,17.44,17.37,17.38,20,1565
DC VB50KWLX39Q9,DC28V12,17.06,17.1,17.06,17.1,19,1345
DC VC5G4D55X6O1,DC04X12,17.1,17.11,17.08,17.1,16,1284
DC VCY032R252BL,DC02Z12,17.09,17.12,17.09,17.1,28,1293
DC VDOL5LMM7FNL,DC29F13,16.8,16.8,16.8,16.8,5,40
DC VEG5O7VCCK5D,DC26G13,16.48,16.48,16.48,16.48,0,27
DC VFEMBHO90YRL,DC02H13,16.48,16.48,16.48,16.48,2,25
DC VH4NHDPVUHVL,DC04K13,16.33,16.335,16.33,16.335,0,5
DC VHW7ZZYLZMDD,DC02M13,0,0,0,0,0,4
DC VINSIM7C4QV5,DC30N13,0,0,0,0,0,3
