#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC VAFEYH3J3NK1,DC02U12,18.93,18.94,18.92,18.94,103,4949
DC VB50KWLX39Q9,DC28V12,20.15,20.79,20.12,20.74,490,5089
DC VC5G4D55X6O1,DC04X12,20.21,20.95,20.18,20.93,316,4878
DC VCY032R252BL,DC02Z12,19.67,20.28,19.67,20.2,173,3889
DC VDOL5LMM7FNL,DC29F13,19.47,19.77,19.45,19.73,90,1563
DC VEG5O7VCCK5D,DC26G13,19.09,19.45,19.09,19.41,52,1288
DC VFEMBHO90YRL,DC02H13,18.95,19.25,18.92,19.23,66,1166
DC VH4NHDPVUHVL,DC04K13,18.95,18.95,18.9,18.95,16,792
DC VHW7ZZYLZMDD,DC02M13,18.95,18.97,18.93,18.93,8,728
DC VINSIM7C4QV5,DC30N13,19.09,19.09,19.01,19.03,13,572
