#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC VAFEYH3J3NK1,DC02U12,18.96,18.98,18.96,18.98,21,
DC VB50KWLX39Q9,DC28V12,20.9,20.96,20.8,20.84,155,
DC VC5G4D55X6O1,DC04X12,20.74,20.86,20.66,20.84,185,
DC VCY032R252BL,DC02Z12,19.88,19.93,19.75,19.9,90,
DC VDOL5LMM7FNL,DC29F13,19.37,19.42,19.24,19.42,88,
DC VEG5O7VCCK5D,DC26G13,19.02,19.12,18.91,19.12,71,
DC VFEMBHO90YRL,DC02H13,18.91,18.92,18.54,18.65,89,
DC VH4NHDPVUHVL,DC04K13,18.55,18.61,18.5,18.61,42,
DC VHW7ZZYLZMDD,DC02M13,18.59,18.65,18.51,18.65,44,
DC VINSIM7C4QV5,DC30N13,18.8,18.84,18.76,18.84,28,
