#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V67S42RJBGU9,DC01J12,15.6,15.86,15.57,15.79,83,
DC V70C2SDFJCHT,DC30K12,15.26,15.26,14.84,15.08,377,
DC V8PDSL1WA4G1,DC31M12,15.2,15.27,14.87,15.09,198,
DC V7YSQ26C7R41,DC04M12,15.85,15.86,15.62,15.75,196,
DC V9GYB7AMF8XT,DC28Q12,16.45,16.48,16.32,16.42,122,
DC VAFEYH3J3NK1,DC02U12,16.55,16.57,16.44,16.56,89,
DC VB50KWLX39Q9,DC28V12,16.56,16.56,16.46,16.5,62,
DC VC5G4D55X6O1,DC04X12,16.5,16.51,16.41,16.5,58,
DC VCY032R252BL,DC02Z12,16.44,16.5,16.39,16.45,37,
DC VDOL5LMM7FNL,DC29F13,16.2,16.2,16.2,16.2,3,
DC VEG5O7VCCK5D,DC26G13,16.04,16.04,16.04,16.04,1,
DC VFEMBHO90YRL,DC02H13,16.35,16.35,16.26,16.29,9,
DC VH4NHDPVUHVL,DC04K13,16,16,16,16,1,
DC VHW7ZZYLZMDD,DC02M13,16.14,16.14,15.955,16.065,0,
DC VINSIM7C4QV5,DC30N13,16.15,16.15,16.145,16.145,0,
