#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V9GYB7AMF8XT,DC28Q12,17.64,17.74,17.63,17.71,160,
DC VAFEYH3J3NK1,DC02U12,19.08,19.15,18.97,19.04,192,
DC VB50KWLX39Q9,DC28V12,20.14,20.17,20.02,20.03,176,
DC VC5G4D55X6O1,DC04X12,20.19,20.19,20.03,20.07,154,
DC VCY032R252BL,DC02Z12,20.22,20.26,20.07,20.07,128,
DC VDOL5LMM7FNL,DC29F13,19.95,20,19.86,19.87,63,
DC VEG5O7VCCK5D,DC26G13,19.58,19.6,19.53,19.55,40,
DC VFEMBHO90YRL,DC02H13,19.26,19.45,19.25,19.4,45,
DC VH4NHDPVUHVL,DC04K13,19,19.05,18.93,19.01,45,
DC VHW7ZZYLZMDD,DC02M13,18.92,18.92,18.68,18.76,22,
DC VINSIM7C4QV5,DC30N13,18.88,18.98,18.81,18.88,33,
