#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,15.66,15.66,15.64,15.64,20,
DC V5E8P9SH0U0X,DC01H12,15.66,15.66,15.64,15.64,20,
DC V67S42RJBGU9,DC01J12,15.63,15.68,15.5,15.61,245,
DC V70C2SDFJCHT,DC30K12,15.35,15.46,15.18,15.24,306,
DC V8PDSL1WA4G1,DC31M12,15.66,15.66,15.49,15.49,76,
DC V7YSQ26C7R41,DC04M12,16.17,16.17,16.07,16.07,42,
DC V9GYB7AMF8XT,DC28Q12,16.65,16.65,16.57,16.58,56,
DC VAFEYH3J3NK1,DC02U12,16.7,16.73,16.63,16.7,10,
DC VB50KWLX39Q9,DC28V12,16.7,16.76,16.66,16.74,9,
DC VC5G4D55X6O1,DC04X12,16.49,16.51,16.45,16.46,22,
DC VCY032R252BL,DC02Z12,16.45,16.45,16.4,16.4,25,
DC VDOL5LMM7FNL,DC29F13,16.2,16.2,16.2,16.2,1,
DC VEG5O7VCCK5D,DC26G13,16.07,16.1,16,16,0,
DC VFEMBHO90YRL,DC02H13,16.16,16.38,16.16,16.18,0,
DC VH4NHDPVUHVL,DC04K13,16.015,16.015,15.965,16.015,0,
DC VHW7ZZYLZMDD,DC02M13,16.08,16.08,16.08,16.08,0,
DC VINSIM7C4QV5,DC30N13,16.21,16.21,16.00,16.00,0,
