#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,17.95,17.95,17.57,17.74,531,5271
DC V67S42RJBGU9,DC01J12,17.69,17.78,17.59,17.73,83,2934
DC V70C2SDFJCHT,DC30K12,17.5,17.59,17.44,17.55,50,2764
DC V8PDSL1WA4G1,DC31M12,17.42,17.5,17.39,17.5,24,2337
DC V7YSQ26C7R41,DC04M12,17.4,17.54,17.39,17.54,15,1683
DC V9GYB7AMF8XT,DC28Q12,17.39,17.5,17.39,17.5,25,1621
DC VAFEYH3J3NK1,DC02U12,17.39,17.5,17.39,17.48,12,1565
DC VB50KWLX39Q9,DC28V12,17.15,17.18,17.1,17.18,14,1345
DC VC5G4D55X6O1,DC04X12,17.17,17.17,17.1,17.13,5,1284
DC VCY032R252BL,DC02Z12,17.17,17.17,17.13,17.16,10,1293
DC VDOL5LMM7FNL,DC29F13,16.83,16.83,16.83,16.83,4,40
DC VEG5O7VCCK5D,DC26G13,16.4,16.415,16.375,16.4,0,27
DC VFEMBHO90YRL,DC02H13,16.48,16.48,16.48,16.48,0,25
DC VH4NHDPVUHVL,DC04K13,16.33,16.335,16.33,16.335,0,5
DC VHW7ZZYLZMDD,DC02M13,0,0,0,0,0,4
DC VINSIM7C4QV5,DC30N13,0,0,0,0,0,3
