#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V8PDSL1WA4G1,DC31M12,15.67,15.68,15.66,15.67,22,
DC V7YSQ26C7R41,DC04M12,16.64,16.74,16.62,16.66,156,
DC V9GYB7AMF8XT,DC28Q12,17.03,17.26,17.03,17.19,183,
DC VAFEYH3J3NK1,DC02U12,17.1,17.2,17.1,17.18,27,
DC VB50KWLX39Q9,DC28V12,17.1,17.14,17.1,17.1,11,
DC VC5G4D55X6O1,DC04X12,17.05,17.05,17.05,17.05,2,
DC VCY032R252BL,DC02Z12,16.9,16.94,16.9,16.94,4,
DC VDOL5LMM7FNL,DC29F13,16.66,16.7,16.66,16.7,7,
DC VEG5O7VCCK5D,DC26G13,16.46,16.51,16.46,16.51,9,
DC VFEMBHO90YRL,DC02H13,16.27,16.27,16.23,16.23,8,
DC VH4NHDPVUHVL,DC04K13,16.37,16.37,16.37,16.37,4,
DC VHW7ZZYLZMDD,DC02M13,16.5,16.5,16.5,16.5,4,
DC VINSIM7C4QV5,DC30N13,16.46,16.52,16.425,16.425,0,
