#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V70C2SDFJCHT,DC30K12,15.2,15.21,15.17,15.17,66,
DC V8PDSL1WA4G1,DC31M12,15.21,15.49,15.18,15.35,322,
DC V7YSQ26C7R41,DC04M12,14.76,15.29,14.76,15.2,314,
DC V9GYB7AMF8XT,DC28Q12,15.2,15.45,15.18,15.27,100,
DC VAFEYH3J3NK1,DC02U12,15.8,15.85,15.6,15.7,52,
DC VB50KWLX39Q9,DC28V12,15.85,15.92,15.78,15.82,29,
DC VC5G4D55X6O1,DC04X12,15.9,16,15.8,15.98,28,
DC VCY032R252BL,DC02Z12,15.87,15.9,15.71,15.86,18,
DC VDOL5LMM7FNL,DC29F13,15.61,15.61,15.59,15.59,10,
DC VEG5O7VCCK5D,DC26G13,15.4,15.5,15.4,15.5,11,
DC VFEMBHO90YRL,DC02H13,15.6,15.6,15.55,15.55,15,
DC VH4NHDPVUHVL,DC04K13,15.75,15.75,15.75,15.75,2,
DC VHW7ZZYLZMDD,DC02M13,15.575,15.675,15.55,15.575,0,
DC VINSIM7C4QV5,DC30N13,15.89,15.995,15.815,15.995,0,
