#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V8PDSL1WA4G1,DC31M12,15.55,15.6,15.55,15.58,66,4518
DC V7YSQ26C7R41,DC04M12,16.61,16.61,16.37,16.57,151,4297
DC V9GYB7AMF8XT,DC28Q12,16.8,16.85,16.55,16.8,86,3550
DC VAFEYH3J3NK1,DC02U12,16.85,17.03,16.74,17,91,3091
DC VB50KWLX39Q9,DC28V12,16.75,17.05,16.56,16.92,104,2710
DC VC5G4D55X6O1,DC04X12,16.55,17.05,16.49,17,105,2488
DC VCY032R252BL,DC02Z12,16.45,16.81,16.4,16.81,52,2368
DC VDOL5LMM7FNL,DC29F13,16.15,16.58,16.15,16.58,32,429
DC VEG5O7VCCK5D,DC26G13,15.86,15.95,15.86,15.95,14,270
DC VFEMBHO90YRL,DC02H13,15.94,15.96,15.78,15.795,0,199
DC VH4NHDPVUHVL,DC04K13,16.2,16.2,16.2,16.2,2,114
DC VHW7ZZYLZMDD,DC02M13,16.095,16.18,16.07,16.08,0,81
DC VINSIM7C4QV5,DC30N13,16.11,16.175,16.11,16.125,0,31
