#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,16.87,17.08,16.31,16.43,685,
DC V5E8P9SH0U0X,DC01H12,16.87,17.08,16.31,16.43,685,
DC V67S42RJBGU9,DC01J12,16.82,16.9,16.59,16.67,87,
DC V70C2SDFJCHT,DC30K12,16.92,17,16.78,16.82,44,
DC V8PDSL1WA4G1,DC31M12,17.16,17.19,17.05,17.05,41,
DC V7YSQ26C7R41,DC04M12,17.28,17.32,17.24,17.27,21,
DC V9GYB7AMF8XT,DC28Q12,17.3,17.3,17.26,17.26,11,
DC VAFEYH3J3NK1,DC02U12,17.25,17.28,17.23,17.23,12,
DC VB50KWLX39Q9,DC28V12,17.13,17.14,17.13,17.14,9,
DC VC5G4D55X6O1,DC04X12,17.12,17.15,17.12,17.12,9,
DC VCY032R252BL,DC02Z12,17.15,17.2,17.12,17.15,8,
DC VDOL5LMM7FNL,DC29F13,17,17,17,17,0,
DC VEG5O7VCCK5D,DC26G13,16.39,16.5,16.39,16.475,0,
DC VFEMBHO90YRL,DC02H13,16.5,16.5,16.5,16.5,0,
DC VH4NHDPVUHVL,DC04K13,16.4,16.4,16.4,16.4,0,
DC VHW7ZZYLZMDD,DC02M13,0,0,0,0,0,
DC VINSIM7C4QV5,DC30N13,0,0,0,0,0,
