#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V8PDSL1WA4G1,DC31M12,0,0,0,0,0,
DC V9GYB7AMF8XT,DC28Q12,17.7,18.05,17.5,18.03,453,4817
DC VAFEYH3J3NK1,DC02U12,18.05,18.52,17.95,18.52,301,3449
DC VB50KWLX39Q9,DC28V12,18.09,18.51,17.94,18.51,220,3168
DC VC5G4D55X6O1,DC04X12,18,18.4,17.84,18.4,204,2902
DC VCY032R252BL,DC02Z12,17.8,18.35,17.76,18.35,148,2713
DC VDOL5LMM7FNL,DC29F13,17.89,18.35,17.8,18.3,165,700
DC VEG5O7VCCK5D,DC26G13,17.57,18.03,17.55,18.03,163,550
DC VFEMBHO90YRL,DC02H13,17.4,17.89,17.3,17.5,53,303
DC VH4NHDPVUHVL,DC04K13,17.2,17.6,17.2,17.6,18,241
DC VHW7ZZYLZMDD,DC02M13,17.49,17.75,17.49,17.65,13,151
DC VINSIM7C4QV5,DC30N13,17.59,17.6,17.59,17.6,25,80
