#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V8PDSL1WA4G1,DC31M12,0,0,0,0,0,
DC V9GYB7AMF8XT,DC28Q12,17.74,17.84,17.67,17.8,158,
DC VAFEYH3J3NK1,DC02U12,18.72,18.95,18.69,18.8,280,
DC VB50KWLX39Q9,DC28V12,18.69,18.88,18.63,18.65,118,
DC VC5G4D55X6O1,DC04X12,18.69,18.78,18.54,18.6,98,
DC VCY032R252BL,DC02Z12,18.59,18.75,18.5,18.5,71,
DC VDOL5LMM7FNL,DC29F13,18.56,18.58,18.46,18.46,12,
DC VEG5O7VCCK5D,DC26G13,18.21,18.28,18.21,18.21,14,
DC VFEMBHO90YRL,DC02H13,18,18.13,18,18,30,
DC VH4NHDPVUHVL,DC04K13,18,18,18,18,12,
DC VHW7ZZYLZMDD,DC02M13,18.1,18.1,18.1,18.1,7,
DC VINSIM7C4QV5,DC30N13,18.15,18.15,18.15,18.15,2,
