#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V8PDSL1WA4G1,DC31M12,15.68,15.75,15.67,15.69,176,
DC V7YSQ26C7R41,DC04M12,16.67,16.75,16.5,16.56,366,
DC V9GYB7AMF8XT,DC28Q12,17.05,17.14,16.88,16.93,252,
DC VAFEYH3J3NK1,DC02U12,17.05,17.1,16.8,16.92,131,
DC VB50KWLX39Q9,DC28V12,17.03,17.03,16.89,16.9,65,
DC VC5G4D55X6O1,DC04X12,16.83,16.83,16.71,16.78,42,
DC VCY032R252BL,DC02Z12,16.7,16.7,16.6,16.68,42,
DC VDOL5LMM7FNL,DC29F13,16.46,16.46,16.45,16.45,8,
DC VEG5O7VCCK5D,DC26G13,16.07,16.07,16.07,16.07,14,
DC VFEMBHO90YRL,DC02H13,15.97,15.99,15.97,15.99,5,
DC VH4NHDPVUHVL,DC04K13,16.2,16.2,16.2,16.2,2,
DC VHW7ZZYLZMDD,DC02M13,16.2,16.2,16.2,16.2,6,
DC VINSIM7C4QV5,DC30N13,16.25,16.3,16.25,16.3,0,
