#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V67S42RJBGU9,DC01J12,15.72,15.84,15.71,15.81,181,4767
DC V70C2SDFJCHT,DC30K12,14.64,15.07,14.64,15,280,4590
DC V8PDSL1WA4G1,DC31M12,15.18,15.18,14.85,14.87,0,
DC V7YSQ26C7R41,DC04M12,15.64,15.88,14.83,15.05,156,3751
DC V9GYB7AMF8XT,DC28Q12,16.31,16.48,16.24,16.32,40,2723
DC VAFEYH3J3NK1,DC02U12,16.45,16.49,16.38,16.41,29,2395
DC VB50KWLX39Q9,DC28V12,16.46,16.46,16.4,16.4,22,2181
DC VC5G4D55X6O1,DC04X12,16.42,16.42,16.34,16.37,16,2011
DC VCY032R252BL,DC02Z12,16.4,16.4,16.31,16.32,21,1890
DC VDOL5LMM7FNL,DC29F13,16.2,16.2,16.14,16.17,10,196
DC VEG5O7VCCK5D,DC26G13,16.03,16.03,16.03,16.03,2,146
DC VFEMBHO90YRL,DC02H13,16.31,16.35,16.29,16.35,7,124
DC VH4NHDPVUHVL,DC04K13,16.085,16.085,16.055,16.085,0,29
DC VHW7ZZYLZMDD,DC02M13,16.16,16.16,16.16,16.16,0,29
DC VINSIM7C4QV5,DC30N13,16.145,16.155,16.145,16.145,0,17
