#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC VAFEYH3J3NK1,DC02U12,18.83,18.89,18.83,18.86,52,
DC VB50KWLX39Q9,DC28V12,19.77,20.08,19.74,19.96,283,
DC VC5G4D55X6O1,DC04X12,20.26,20.64,20.26,20.57,381,
DC VCY032R252BL,DC02Z12,20.05,20.4,20,20.27,144,
DC VDOL5LMM7FNL,DC29F13,19.7,19.79,19.6,19.75,123,
DC VEG5O7VCCK5D,DC26G13,19.29,19.34,19.21,19.25,75,
DC VFEMBHO90YRL,DC02H13,19.09,19.13,18.85,19,106,
DC VH4NHDPVUHVL,DC04K13,18.89,18.97,18.89,18.97,43,
DC VHW7ZZYLZMDD,DC02M13,18.79,18.92,18.74,18.85,64,
DC VINSIM7C4QV5,DC30N13,18.92,18.95,18.92,18.95,18,
