#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,15.52,16.07,15.41,16.07,292,6234
DC V5E8P9SH0U0X,DC01H12,15.52,16.07,15.41,16.07,292,6234
DC V67S42RJBGU9,DC01J12,15.43,15.52,15.24,15.26,422,4034
DC V70C2SDFJCHT,DC30K12,15.7,15.72,15.4,15.5,280,3376
DC V8PDSL1WA4G1,DC31M12,15.98,16,15.74,15.86,161,2957
DC V7YSQ26C7R41,DC04M12,16.28,16.3,16.15,16.22,86,2222
DC V9GYB7AMF8XT,DC28Q12,16.45,16.52,16.32,16.35,70,2166
DC VAFEYH3J3NK1,DC02U12,16.48,16.52,16.34,16.4,43,2106
DC VB50KWLX39Q9,DC28V12,16.48,16.48,16.36,16.45,31,1810
DC VC5G4D55X6O1,DC04X12,16.34,16.39,16.21,16.33,50,1636
DC VCY032R252BL,DC02Z12,16.32,16.43,16.22,16.26,28,1592
DC VDOL5LMM7FNL,DC29F13,16.2,16.24,16.18,16.18,9,137
DC VEG5O7VCCK5D,DC26G13,16.4,16.44,16.4,16.44,8,95
DC VFEMBHO90YRL,DC02H13,16.1,16.26,15.9,15.925,0,20
DC VH4NHDPVUHVL,DC04K13,16.2,16.28,16.15,16.15,0,15
DC VHW7ZZYLZMDD,DC02M13,16.25,16.25,16.25,16.25,2,16
DC VINSIM7C4QV5,DC30N13,16.4,16.41,16.325,16.36,0,13
