#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V8PDSL1WA4G1,DC31M12,0,0,0,0,0,
DC V9GYB7AMF8XT,DC28Q12,17.25,17.36,17.24,17.3,129,4541
DC VAFEYH3J3NK1,DC02U12,18.4,18.54,18.37,18.46,137,4595
DC VB50KWLX39Q9,DC28V12,18.83,19,18.83,18.93,77,3447
DC VC5G4D55X6O1,DC04X12,18.82,19.03,18.82,18.98,30,3008
DC VCY032R252BL,DC02Z12,18.8,18.95,18.8,18.95,13,2890
DC VDOL5LMM7FNL,DC29F13,18.36,18.59,18.3,18.59,37,948
DC VEG5O7VCCK5D,DC26G13,18.01,18.24,18.01,18.18,28,802
DC VFEMBHO90YRL,DC02H13,17.99,18.15,17.99,18.11,43,672
DC VH4NHDPVUHVL,DC04K13,18.03,18.14,18.03,18.14,22,421
DC VHW7ZZYLZMDD,DC02M13,18.09,18.14,18.09,18.14,6,349
DC VINSIM7C4QV5,DC30N13,18.15,18.24,18.15,18.2,16,289
