#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,17.06,17.37,16.9,17.25,786,
DC V5E8P9SH0U0X,DC01H12,17.06,17.37,16.9,17.25,786,
DC V67S42RJBGU9,DC01J12,17.3,17.3,17.2,17.2,84,
DC V70C2SDFJCHT,DC30K12,17.29,17.33,17.2,17.2,27,
DC V8PDSL1WA4G1,DC31M12,17.35,17.41,17.24,17.24,23,
DC V7YSQ26C7R41,DC04M12,17.44,17.44,17.37,17.37,18,
DC V9GYB7AMF8XT,DC28Q12,17.48,17.48,17.46,17.46,9,
DC VAFEYH3J3NK1,DC02U12,17.47,17.47,17.4,17.4,12,
DC VB50KWLX39Q9,DC28V12,17.2,17.21,17.18,17.18,13,
DC VC5G4D55X6O1,DC04X12,17.21,17.21,17.2,17.2,9,
DC VCY032R252BL,DC02Z12,17.2,17.2,17.19,17.19,9,
DC VDOL5LMM7FNL,DC29F13,17.12,17.12,17.12,17.12,4,
DC VEG5O7VCCK5D,DC26G13,0,0,0,0,0,
DC VFEMBHO90YRL,DC02H13,16.74,16.75,16.74,16.75,0,
DC VH4NHDPVUHVL,DC04K13,16.5,16.5,16.5,16.5,1,
DC VHW7ZZYLZMDD,DC02M13,0,0,0,0,0,
DC VINSIM7C4QV5,DC30N13,0,0,0,0,0,
