#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V70C2SDFJCHT,DC30K12,15.19,15.2,15.17,15.17,9,
DC V8PDSL1WA4G1,DC31M12,15.35,15.45,15.25,15.4,112,
DC V7YSQ26C7R41,DC04M12,15.2,15.35,15.15,15.24,84,
DC V9GYB7AMF8XT,DC28Q12,15.4,15.59,15.39,15.42,16,
DC VAFEYH3J3NK1,DC02U12,15.75,15.85,15.75,15.77,6,
DC VB50KWLX39Q9,DC28V12,15.9,15.9,15.8,15.8,2,
DC VC5G4D55X6O1,DC04X12,15.87,15.89,15.87,15.89,4,
DC VCY032R252BL,DC02Z12,15.79,15.79,15.79,15.79,2,
DC VDOL5LMM7FNL,DC29F13,15.61,15.61,15.59,15.59,0,
DC VEG5O7VCCK5D,DC26G13,15.45,15.45,15.45,15.45,1,
DC VFEMBHO90YRL,DC02H13,15.51,15.51,15.51,15.51,1,
DC VH4NHDPVUHVL,DC04K13,15.78,15.79,15.78,15.78,2,
DC VHW7ZZYLZMDD,DC02M13,15.59,15.59,15.59,15.59,1,
DC VINSIM7C4QV5,DC30N13,15.995,15.995,15.9,15.95,0,
