A RPTMYV3VC57P,A,55.26,1983802,109624898,True,0.6694742,1
AA R735QTJ8XC9X,AA,12.01,28620078,343727136,False,0.5373942,3.0003
AAC RVY73T1OH55X,SCOK,1.2,22879,27454,False,1,1000
AADR UOFRJAZTL0TH,AADR,37.4,2277,85159,False,0.9608766,1
AAIT V3Z1GERP1JZ9,AAIT,31.17,14747,459663,False,0.987591,1
AAL VM9RIYHM8ACL,AAL,36.8,6475961,238315364,True,0.9427413,1
AALCP VM9RIYHM8ACL,AALCP,27.96,3010,84159,False,1,1
AAMC VJV46QARHW85,AAMC,1078.8,12448,13428902,True,1,1
AAME R735QTJ8XC9X,AAME,3.74,5975,22346,True,0.9620262,1
AAOI VK8WG1F4KGH1,AAOI,25.81,212373,5481347,True,1,1
AAON R735QTJ8XC9X,AAON,28.75,148329,4264458,True,0.9469377,0.666667
AAP SA48O8J43YAT,AAP,124.7,525499,65529725,True,0.9796942,1
AAPL R735QTJ8XC9X,AAPL,539.1,11628740,6269053734,True,0.8961764,0.0357143
AAS R735QTJ8XC9X,ABC,64.33,2672296,171908801,True,0.8920206,1
AAT UT927RDJ1T2D,AAT,33.45,102150,3416917,True,0.8292999,1
AATK RJU02DZWKX2D,AETI,6.75,55881,377196,False,1,1
AAU TEMHQPA3FAZP,AAU,1.36,304357,413925,True,1,1
AAV TECN9RMENRDX,AAV,4.39,150043,658688,False,1,1
AAWW TJ2ZLXWLWA5H,AAWW,33.79,164902,5572038,True,1,1
AAXJ U55LDE3TN4O5,AAXJ,57.35,299473,17174776,False,0.8779072,1
ABAX R735QTJ8XC9X,ABAX,37.84,113168,4282277,False,0.9595665,1
ABB S3MVQ2U3Z59H,ABB,24.91,1191873,29689556,True,0.7604117,1
ABBV VCY032R250MD,ABBV,51.36,10034824,515388560,True,0.7492494,1
ABCB R735QTJ8XC9X,ABCB,23.77,57374,1363779,True,0.9231535,1
ABCD UIB7ED20G0V9,ABCD,2.18,54915,119714,False,1,1
ABCO S9OHIQOEVVQD,ABCO,66.16,131133,8675759,False,1,1
ABD TB8EB3X5XR39,ACCO,6.29,1074675,6759705,True,0.9062961,1
ABERF R735QTJ8XC9X,DDC,13.58,238437,3237974,False,0.9094521,1
