#expiry,strike,right,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,29.2100,29.2100,29.2100,29.2100,16175393,,,,,,,
20130720,13,C,19.8500,20.8000,18.3000,19.6000,0,,1.7725711,0.9740029,0.0027144,0.0018842,0.0144724,0.0058739
20130720,14,C,18.8500,19.8000,17.3000,18.6000,0,,1.6215496,0.9729320,0.0032067,0.0020363,0.0145371,0.0063249
20130720,15,C,17.8500,18.8000,16.3000,17.6000,0,,1.4807170,0.9717526,0.0037960,0.0022012,0.0146129,0.0067744
20130720,16,C,16.8500,17.8000,15.3000,16.6000,0,,1.3486900,0.9704370,0.0045103,0.0023821,0.0146968,0.0072221
20130720,17,C,15.8500,16.8000,14.3000,15.6000,0,,1.2240500,0.9689662,0.0053846,0.0025810,0.0147972,0.0076677
20130720,18,C,14.8500,15.8000,13.3000,14.6000,0,,1.1060164,0.9672879,0.0064739,0.0028040,0.0149063,0.0081105
20130720,19,C,13.8000,14.8000,12.3000,13.6000,0,17,0.9940753,0.9653139,0.0078633,0.0030611,0.0150086,0.0085492
20130720,20,C,9.6000,10.4500,8.6500,9.2000,0,10,2.0520879,0.8394381,0.0178754,0.0143648,-0.0658355,0.0067627
20130720,21,C,8.6000,9.4500,7.6500,8.2000,0,99,0.7836562,0.9602810,0.0120389,0.0036945,0.0152780,0.0094119
20130720,22,C,7.6000,8.4500,6.6500,7.2000,0,10,2.8048280,0.7613048,0.0170659,0.0187449,-0.1356945,0.0056997
20130720,23,C,6.6000,7.4500,5.6500,6.5000,0,,1.2008349,0.8282787,0.0320733,0.0150825,-0.0327522,0.0082411
20130720,24,C,7.4000,7.4000,7.4000,7.4000,0,67,0,0.9854351,0.0000000,0.0000000,0.0243498,0.0111742
20130720,25,C,7.8000,7.8000,7.8000,7.8000,0,165,0,0.9854351,0.0000000,0.0000000,0.0243293,0.0116398
20130720,26,C,5.9000,5.9000,5.9000,5.9000,0,116,0,0.9854351,0.0000000,0.0000000,0.0243088,0.0121054
20130720,27,C,6.4000,6.4000,6.4000,6.4000,0,154,0,0.9854351,0.0000000,0.0000000,0.0242882,0.0125710
20130720,28,C,4.6000,4.7000,4.6000,4.7000,0,7147,0,0.9854351,0.0000000,0.0000000,0.0242677,0.0130365
20130720,29,C,3.7000,3.7000,3.7000,3.7000,0,2137,0,0.9854351,0.0000000,0.0000000,0.0242471,0.0135021
20130720,30,C,2.9000,2.9000,2.9000,2.9000,0,28256,0,0.9854351,0.0000000,0.0000000,0.0242266,0.0139677
20130720,31,C,1.9000,1.9000,1.8500,1.8500,0,2342,0,0.9854351,0.0000000,0.0000000,0.0242061,0.0144333
20130720,32,C,1.0500,1.1400,1.0500,1.0500,0,8614,0,0.9854351,0.0000000,0.0000000,0.0241855,0.0148989
20130720,33,C,0.5700,0.6000,0.5500,0.5500,0,16733,0,0.9854351,0.0000000,0.0000000,0.0241650,0.0153645
20130720,34,C,0.3000,0.3000,0.1900,0.2500,0,27829,0,0.9854351,0.0000000,0.0000000,0.0241444,0.0158301
20130720,35,C,0.1000,0.1000,0.1000,0.1000,0,3439,0,0.9854351,0.0000000,0.0000000,0.0241239,0.0162957
20130720,36,C,0.0500,0.0500,0.0500,0.0500,0,398,0,0.9854351,0.0000000,0.0000000,0.0241034,0.0167613
