#right,strike,expiry,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,28.7712,28.7712,28.7712,28.7712,23369790,,,,,,,
C,3,20140118,29.8500,30.8000,28.3500,29.6000,0,,1.3363228,0.8353243,0.0004791,0.0024756,0.0198757,0.0157030
C,5,20140118,27.8500,28.8000,26.3500,27.6000,0,,0,0.8392880,0.0000000,0.0000000,0.0207447,0.0276925
C,8,20140118,24.9000,25.8000,23.3500,24.6000,0,,0.7640683,0.8285256,0.0020173,0.0059592,0.0193024,0.0421685
C,10,20140118,22.9500,23.8000,21.3500,22.6000,0,,0,0.8392880,0.0000000,0.0000000,0.0206424,0.0553849
C,13,20130720,19.8500,20.8000,18.3000,19.6000,0,,1.5658669,0.9702391,0.0028927,0.0021198,0.0159374,0.0072521
C,13,20140118,19.9500,20.8000,18.3500,19.6000,0,,3.0003058,0.7711961,0.0023332,0.0270657,-0.0008990,0.0144325
C,13,20150117,18.1000,18.1000,18.1000,18.1000,0,24,0,0.6130214,0.0000000,0.0000000,0.0149627,0.1996061
C,14,20130720,18.8500,19.8000,17.3000,18.6000,0,,1.4295011,0.9691166,0.0034280,0.0022933,0.0159874,0.0078086
C,15,20130720,17.8500,18.8000,16.3000,17.6000,0,,1.3024582,0.9678677,0.0040740,0.0024833,0.0160413,0.0083630
C,15,20140118,17.9500,18.8000,16.3500,17.6000,0,3,0,0.8392880,0.0000000,0.0000000,0.0205400,0.0830774
C,15,20150117,18.4000,18.4000,18.4000,18.4000,0,17,3.2994569,0.6020285,0.0003728,0.0097031,0.0121238,0.0050696
C,16,20130720,16.8500,17.8000,15.3000,16.6000,0,,1.1832540,0.9664714,0.0048615,0.0026921,0.0161034,0.0089150
C,16,20131019,16.9000,17.8000,15.3000,16.6000,0,,0.4565512,0.8906087,0.0063699,0.0067104,0.0204373,0.0473059
C,16,20140118,16.9500,17.8000,15.3500,16.6000,0,,0.3371170,0.8078254,0.0112966,0.0147240,0.0185362,0.0830237
C,17,20130720,15.8500,16.8000,14.3000,15.6000,0,,1.0708855,0.9648862,0.0058364,0.0029250,0.0161708,0.0094638
C,17,20131019,15.9500,16.8000,14.3000,15.6000,0,,0.4069715,0.8886103,0.0078420,0.0073640,0.0203981,0.0501910
C,17,20140118,15.9000,16.8000,14.3500,15.6000,0,,0.2954875,0.8036755,0.0142536,0.0162839,0.0184525,0.0878979
C,18,20130720,14.8500,15.8000,13.3000,14.6000,0,,0.9642301,0.9630797,0.0070591,0.0031854,0.0162513,0.0100090
C,18,20131019,14.9000,15.8000,13.3000,14.6000,0,,0.3599053,0.8862275,0.0097844,0.0081255,0.0203522,0.0530419
C,18,20140118,14.9000,15.8000,13.3500,14.6000,0,33,0,0.8392880,0.0000000,0.0000000,0.0204787,0.0996929
C,18,20150117,15.0500,16.0500,13.7500,14.9500,0,3,0.3517191,0.3551065,0.0309948,0.0859870,0.0060051,0.1121567
C,19,20130720,13.8000,14.8000,12.3000,13.6000,0,17,0.8628709,0.9609541,0.0086318,0.0034857,0.0163312,0.0105489
C,19,20131019,13.9000,14.8000,12.3500,13.6000,0,,2.0459739,0.7283612,0.0085240,0.0402410,-0.0188149,0.0225910
C,19,20140118,13.9000,14.8000,12.3500,13.6500,0,,1.8318567,0.6761379,0.0069991,0.0495710,-0.0056911,0.0323085
C,20,20130720,12.8500,13.8000,11.3000,12.6000,0,10,2.1066585,0.8110164,0.0176706,0.0174214,-0.0675124,0.0076757
C,20,20131019,12.9000,13.8000,11.3500,12.6500,0,,1.9104119,0.7112581,0.0096339,0.0424674,-0.0187127,0.0239954
C,20,20140118,11.4500,11.4500,11.4500,11.4500,0,227,0,0.8392880,0.0000000,0.0000000,0.0204377,0.1107699
C,20,20150117,12.9200,12.9200,12.9200,12.9200,0,109,0,0.6130214,0.0000000,0.0000000,0.0148206,0.3070862
C,21,20130720,11.7500,12.8000,10.3000,11.6500,0,99,0.6724148,0.9554091,0.0134767,0.0042409,0.0165271,0.0116073
C,21,20131019,11.9000,12.8000,10.3500,11.6500,0,,1.7710684,0.6925880,0.0109377,0.0446981,-0.0183078,0.0254153
C,21,20140118,11.8500,12.8500,10.4500,11.7000,0,,1.5803868,0.6392349,0.0091306,0.0557905,-0.0059766,0.0372473
C,22,20130720,10.8000,11.8000,9.3000,10.6000,0,10,2.7141141,0.7477739,0.0165372,0.0210053,-0.1174025,0.0066285
C,22,20131019,10.9500,11.9000,9.4000,10.7000,0,,1.6496515,0.6730747,0.0122996,0.0468176,-0.0179387,0.0266071
C,22,20140118,10.5000,10.5000,10.5000,10.5000,0,9115,0,0.8392880,0.0000000,0.0000000,0.0203968,0.1218469
C,22,20150117,11.6500,12.8000,10.2500,11.5000,0,19,0,0.6130214,0.0000000,0.0000000,0.0147800,0.3377949
C,23,20130720,9.8000,10.8000,8.3000,9.6000,0,,2.7641242,0.7265841,0.0170033,0.0219951,-0.1269402,0.0065078
C,23,20131019,9.8800,9.8800,9.8800,9.8800,0,4,0.3744690,0.6964908,0.0512101,0.0442485,0.0095732,0.0492340
C,23,20140118,10.0500,11.0000,8.5500,9.8000,0,,0.1008900,0.6475906,0.1396803,0.0544853,0.0143793,0.0953111
C,24,20130720,7.4000,7.4000,7.4000,7.4000,0,67,0,0.9820390,0.0000000,0.0000000,0.0238998,0.0138023
C,24,20130817,8.9000,8.9000,8.9000,8.9000,0,1,0.2370605,0.9120648,0.0402909,0.0101809,0.0197278,0.0303220
C,24,20131019,8.9500,9.9000,7.4500,8.7500,0,,1.4111397,0.6285450,0.0156300,0.0508928,-0.0166407,0.0286583
C,24,20140118,9.0000,10.2000,7.5500,8.9000,0,11,1.6131251,0.6119863,0.0095646,0.0596527,-0.0086361,0.0367790
C,25,20130720,7.8000,7.8000,7.8000,7.8000,0,165,0,0.9820390,0.0000000,0.0000000,0.0238793,0.0143774
C,25,20130817,7.7500,8.9500,6.3500,7.6500,0,,0.1985071,0.8818508,0.0710597,0.0150355,0.0183924,0.0304622
C,25,20131019,8.0500,9.0000,6.5000,7.8500,0,2,0.2347338,0.6024193,0.0975158,0.0528174,0.0091134,0.0470635
C,25,20140118,7.7500,7.7500,7.7500,7.7500,0,5415,0,0.8392880,0.0000000,0.0000000,0.0203354,0.1384623
C,25,20150117,9.6000,9.6000,9.6000,9.6000,0,40,0,0.6130214,0.0000000,0.0000000,0.0147190,0.3838578
C,26,20130720,5.9000,5.9000,5.9000,5.9000,0,116,0,0.9820390,0.0000000,0.0000000,0.0238587,0.0149525
C,26,20130817,6.8000,8.0000,5.3500,6.6500,0,,0.1368994,0.8532797,0.1301376,0.0189899,0.0180719,0.0306995
C,26,20131019,6.9500,8.1000,5.5000,6.8000,0,,1.1865545,0.5746149,0.0199077,0.0545049,-0.0147992,0.0298789
C,26,20140118,7.5000,7.5000,7.5000,7.5000,0,108,0,0.8392880,0.0000000,0.0000000,0.0203150,0.1440008
C,27,20130720,6.4000,6.4000,6.4000,6.4000,0,154,0,0.9820390,0.0000000,0.0000000,0.0238382,0.0155275
C,27,20130817,4.9800,4.9800,4.9800,4.9800,0,2,0.4203036,0.5640608,0.0877925,0.0393314,-0.0031503,0.0191082
C,27,20131019,5.2000,5.2000,5.2000,5.2000,0,5,0.9304079,0.5253491,0.0263711,0.0566146,-0.0106743,0.0310514
C,27,20140118,6.2200,6.2200,6.2200,6.2200,0,155,0,0.8392880,0.0000000,0.0000000,0.0202945,0.1495393
C,27,20150117,6.7000,6.7000,6.7000,6.7000,0,94,0,0.6130214,0.0000000,0.0000000,0.0146784,0.4145664
C,28,20130720,4.6000,4.7000,4.6000,4.7000,2,7147,0,0.9820390,0.0000000,0.0000000,0.0238177,0.0161026
C,28,20130817,4.9000,6.0500,3.4500,4.8000,0,,1.2393159,0.5540116,0.0299426,0.0395540,-0.0364882,0.0149610
C,28,20131019,5.1500,6.3500,3.7500,5.1000,0,30,0,0.9078621,0.0000000,0.0000000,0.0219763,0.0857203
C,28,20140118,5.6000,6.8000,4.2500,5.5000,0,,0.9528525,0.4707677,0.0192792,0.0710250,-0.0051411,0.0447640
C,29,20130720,3.7000,3.7000,3.7000,3.7000,1,2137,0,0.9820390,0.0000000,0.0000000,0.0237971,0.0166777
C,29,20130817,4.2000,4.2000,4.2000,4.2000,0,244,0,0.9585918,0.0000000,0.0000000,0.0232151,0.0388923
C,29,20131019,4.5000,4.5000,4.5000,4.5000,0,44,0,0.9078621,0.0000000,0.0000000,0.0219558,0.0887817
C,29,20140118,4.4800,4.4800,4.4500,4.4800,0,35,0,0.8392880,0.0000000,0.0000000,0.0202536,0.1606163
C,30,20130720,2.9000,2.9000,2.9000,2.9000,10,28256,0,0.9820390,0.0000000,0.0000000,0.0237766,0.0172528
C,30,20130817,3.1500,4.3500,1.7250,3.0500,0,,0.9881868,0.4610799,0.0382416,0.0402803,-0.0293741,0.0137198
C,30,20131019,3.5000,3.5000,3.5000,3.5000,0,7056,0,0.9078621,0.0000000,0.0000000,0.0219353,0.0918432
C,30,20140118,3.1500,3.3000,3.1500,3.3000,0,71335,0,0.8392880,0.0000000,0.0000000,0.0202331,0.1661548
C,30,20150117,6.0000,6.0000,6.0000,6.0000,1,272,0,0.6130214,0.0000000,0.0000000,0.0146175,0.4606294
C,31,20130720,1.9000,1.9000,1.8500,1.8500,90,2342,0,0.9820390,0.0000000,0.0000000,0.0237560,0.0178279
C,31,20130817,2.2500,2.4500,2.2500,2.4500,129,150,0,0.9585918,0.0000000,0.0000000,0.0231740,0.0415746
C,31,20131019,2.8500,3.0000,2.8500,2.8500,0,4510,0,0.9078621,0.0000000,0.0000000,0.0219148,0.0949046
C,31,20140118,3.5800,3.5800,3.5800,3.5800,1,183,0,0.8392880,0.0000000,0.0000000,0.0202126,0.1716933
C,32,20130720,1.0500,1.1400,1.0500,1.0500,38,8614,0,0.9820390,0.0000000,0.0000000,0.0237355,0.0184030
C,32,20130817,1.6500,1.7500,1.5800,1.7400,540,244,0,0.9585918,0.0000000,0.0000000,0.0231535,0.0429157
C,32,20131019,2.1500,2.3000,2.1500,2.1500,325,18331,0,0.9078621,0.0000000,0.0000000,0.0218943,0.0979661
C,32,20140118,3.0000,3.0000,3.0000,3.0000,5,35258,0,0.8392880,0.0000000,0.0000000,0.0201922,0.1772318
C,32,20150117,4.1500,4.5000,4.1500,4.3000,0,2453,0,0.6130214,0.0000000,0.0000000,0.0145769,0.4913380
C,33,20130720,0.5700,0.6000,0.5500,0.5500,230,16733,0,0.9820390,0.0000000,0.0000000,0.0237150,0.0189781
C,33,20130817,1.0500,1.0500,1.0500,1.0500,4,111,0,0.9585918,0.0000000,0.0000000,0.0231330,0.0442568
C,33,20131019,1.6000,1.6000,1.6000,1.6000,0,8090,0,0.9078621,0.0000000,0.0000000,0.0218738,0.1010275
C,33,20140118,1.8500,1.8500,1.8500,1.8500,0,736,0,0.8392880,0.0000000,0.0000000,0.0201717,0.1827703
C,34,20130720,0.3000,0.3000,0.1900,0.2500,40405,27829,0,0.9820390,0.0000000,0.0000000,0.0236944,0.0195532
C,34,20130817,0.7500,0.7500,0.7500,0.7500,76,101,0,0.9585918,0.0000000,0.0000000,0.0231124,0.0455979
C,34,20131019,1.2900,1.2900,1.2900,1.2900,0,6033,0,0.9078621,0.0000000,0.0000000,0.0218533,0.1040889
C,34,20140118,1.5500,1.5500,1.5500,1.5500,0,1713,0,0.8392880,0.0000000,0.0000000,0.0201513,0.1883088
C,35,20130720,0.1000,0.1000,0.1000,0.1000,0,3439,0,0.9820390,0.0000000,0.0000000,0.0236739,0.0201283
C,35,20130817,0.4500,0.4500,0.4500,0.4500,22,1,0.7777497,0.2352421,0.0383651,0.0318049,-0.0195165,0.0077464
C,35,20131019,0.9000,0.9000,0.9000,0.9000,1500,1837,1.0145632,0.3695751,0.0239927,0.0561676,-0.0164128,0.0227917
C,35,20140118,1.6000,1.6000,1.6000,1.6000,0,84093,0,0.8392880,0.0000000,0.0000000,0.0201308,0.1938473
C,35,20150117,3.6400,3.6400,3.5000,3.5000,23,2420,0.2552741,0.0154196,0.0064155,0.0129178,0.0000841,0.0061466
C,36,20130720,0.0500,0.0500,0.0500,0.0500,0,398,0,0.9820390,0.0000000,0.0000000,0.0236533,0.0207034
C,36,20130817,0.3000,0.3000,0.3000,0.3000,0,46,0,0.9585918,0.0000000,0.0000000,0.0230714,0.0482801
C,36,20131019,0.7100,0.7500,0.7100,0.7500,0,233,0,0.9078621,0.0000000,0.0000000,0.0218123,0.1102118
C,36,20140118,1.0000,1.0000,1.0000,1.0000,0,1298,0,0.8392880,0.0000000,0.0000000,0.0201103,0.1993858
C,37,20130720,0.0500,0.0500,0.0500,0.0500,0,3,2.0983373,0.3817361,0.0264625,0.0259862,-0.1205105,0.0045949
C,37,20130817,0.1500,2.5500,0.1000,0.1250,0,,0.4908581,0.0596256,0.0236716,0.0123852,-0.0047551,0.0021359
C,37,20131019,0.4500,0.4500,0.4500,0.4500,29,8103,0,0.9078621,0.0000000,0.0000000,0.0217918,0.1132733
C,37,20140118,0.8000,0.8000,0.8000,0.8000,0,345,0,0.8392880,0.0000000,0.0000000,0.0200899,0.2049242
C,38,20130720,0.0500,2.5250,0.0500,0.0500,0,,0.6360707,0.0307963,0.0160752,0.0047852,-0.0064992,0.0004812
C,38,20130817,0.0750,2.5250,0.0750,0.0750,0,,0.4766355,0.0392011,0.0174560,0.0088685,-0.0033612,0.0014139
C,38,20131019,0.2500,0.2500,0.2500,0.2500,0,123,0,0.9078621,0.0000000,0.0000000,0.0217713,0.1163347
C,38,20140118,0.7800,0.8400,0.7700,0.8400,0,194,0,0.8392880,0.0000000,0.0000000,0.0200694,0.2104627
C,39,20130720,0.0500,2.5250,0.0500,0.0500,0,1,1.4013817,0.2113090,0.0302175,0.0198176,-0.0609797,0.0029236
C,39,20130817,0.1000,5.0000,0.0500,0.1000,0,,0.5341902,0.0459087,0.0176898,0.0100725,-0.0043752,0.0016395
C,39,20131019,0.2500,2.6000,0.1750,0.2000,0,152,1.5060905,0.4321390,0.0165851,0.0576363,-0.0281669,0.0221516
C,39,20140118,0.5000,0.5000,0.5000,0.5000,0,148,0,0.8392880,0.0000000,0.0000000,0.0200489,0.2160012
C,40,20130720,0.0500,0.1000,0.0500,0.0500,0,,0.7245716,0.0276227,0.0128940,0.0043723,-0.0068721,0.0004286
C,40,20130817,0.0500,5.0000,0.0500,0.0500,0,,0.5023870,0.0262536,0.0119067,0.0063760,-0.0026310,0.0009472
C,40,20131019,0.1500,2.5750,0.1250,0.1500,0,34,0,0.9078621,0.0000000,0.0000000,0.0217303,0.1224576
C,40,20140118,0.4000,0.4000,0.4000,0.4000,0,596,0,0.8392880,0.0000000,0.0000000,0.0200285,0.2215397
C,40,20150117,2.0000,2.0500,2.0000,2.0500,0,2659,0,0.6130214,0.0000000,0.0000000,0.0144144,0.6141725
C,41,20130720,0.0500,5.0000,0.0500,0.0500,0,,0.7664123,0.0263594,0.0117235,0.0042049,-0.0070329,0.0004077
C,41,20131019,0.1250,2.5500,0.1000,0.1000,0,,0.4381333,0.0383209,0.0128871,0.0130283,-0.0016170,0.0030774
C,41,20140118,0.2900,0.2900,0.2900,0.2900,0,155,0,0.8392880,0.0000000,0.0000000,0.0200080,0.2270782
