#expiry,strike,right,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,31.5200,31.5200,31.5200,31.5200,0,,,,,,,
20130720,13,C,18.2000,19.6500,17.1500,18.5000,0,,1.6053281,0.9778695,0.0020687,0.0021348,0.0083273,0.0083053
20130720,14,C,17.2000,18.6500,16.1500,17.5000,0,,1.4794311,0.9770126,0.0024125,0.0022944,0.0083617,0.0089448
20130720,15,C,16.2000,17.6500,15.1500,16.5000,0,,1.3622509,0.9760802,0.0028156,0.0024656,0.0084008,0.0095827
20130720,16,C,15.2000,16.6500,14.1500,15.5000,0,,1.2525550,0.9750575,0.0032922,0.0026509,0.0084447,0.0102188
20130720,17,C,14.2000,15.6500,13.1500,14.5000,0,,1.1492757,0.9739297,0.0038604,0.0028521,0.0084952,0.0108526
20130720,18,C,13.2000,14.6500,12.1500,13.5000,0,,1.0516166,0.9726727,0.0045457,0.0030731,0.0085515,0.0114839
20130720,19,C,12.2000,13.6500,11.1500,12.5000,0,17,0.9586683,0.9712740,0.0053790,0.0033150,0.0086213,0.0121122
20130720,20,C,11.2500,12.6500,10.1500,11.5000,0,10,0,0.9878060,0.0000000,0.0000000,0.0154757,0.0131442
20130720,21,C,10.2500,11.6500,9.1500,10.5000,0,99,0.7855769,0.9678109,0.0077184,0.0038979,0.0087682,0.0133549
20130720,22,C,9.2000,10.6500,8.1500,9.5000,0,10,1.4496966,0.8572834,0.0182933,0.0170482,-0.0380503,0.0111584
20130720,23,C,8.2500,9.6500,7.1500,8.5000,0,,1.0075583,0.8914970,0.0211949,0.0137281,-0.0148804,0.0128525
20130720,24,C,7.4000,7.4000,7.4000,7.4000,0,67,0,0.9878060,0.0000000,0.0000000,0.0153935,0.0157730
20130720,25,C,6.4700,6.4700,6.4700,6.4700,0,170,0,0.9878060,0.0000000,0.0000000,0.0153730,0.0164303
20130720,26,C,4.9900,5.1000,4.9900,5.1000,0,116,0,0.9878060,0.0000000,0.0000000,0.0153524,0.0170875
20130720,27,C,6.4000,6.4000,6.4000,6.4000,0,154,0,0.9878060,0.0000000,0.0000000,0.0153319,0.0177447
20130720,28,C,4.2600,4.2600,4.2500,4.2600,0,7147,0,0.9878060,0.0000000,0.0000000,0.0153114,0.0184019
20130720,29,C,2.5100,2.5100,2.5100,2.5100,0,1976,0,0.9878060,0.0000000,0.0000000,0.0152908,0.0190591
20130720,30,C,1.7500,1.7500,1.6500,1.6500,0,28305,0,0.9878060,0.0000000,0.0000000,0.0152703,0.0197163
20130720,31,C,0.9500,1.0500,0.9000,1.0500,0,2344,0,0.9878060,0.0000000,0.0000000,0.0152497,0.0203735
20130720,32,C,0.6000,0.6000,0.6000,0.6000,37,9328,0,0.9878060,0.0000000,0.0000000,0.0152292,0.0210307
20130720,33,C,0.3000,0.3300,0.2500,0.3000,826,16394,0,0.9878060,0.0000000,0.0000000,0.0152087,0.0216879
20130720,34,C,0.2000,0.2000,0.2000,0.2000,0,27028,0,0.9878060,0.0000000,0.0000000,0.0151881,0.0223451
20130720,35,C,0.1000,0.1000,0.1000,0.1000,31,3439,0,0.9878060,0.0000000,0.0000000,0.0151676,0.0230024
20130720,36,C,0.0500,0.0500,0.0500,0.0500,0,398,0,0.9878060,0.0000000,0.0000000,0.0151471,0.0236596
20130720,37,C,0.0500,0.0500,0.0500,0.0500,0,3,1.5806877,0.4053777,0.0304930,0.0309851,-0.0957180,0.0064131
20130720,38,C,0.0500,2.5250,0.0500,0.0500,0,,0.4278935,0.0375841,0.0239679,0.0065929,-0.0052960,0.0007446
20130720,39,C,0.0800,0.0800,0.0800,0.0800,0,1,1.0336053,0.2321229,0.0368536,0.0244874,-0.0491261,0.0041442
20130720,40,C,0.0500,5.0000,0.0500,0.0500,0,,0.5144095,0.0321931,0.0175589,0.0058065,-0.0057248,0.0006331
20130720,41,C,0.0500,5.0000,0.0500,0.0500,0,,0.5550593,0.0302019,0.0154365,0.0055080,-0.0059021,0.0005919
20130817,24,C,7.2500,8.8000,6.1500,7.5500,0,,0.3858256,0.9352773,0.0186282,0.0098684,0.0109144,0.0323233
20130817,25,C,6.2500,7.8500,5.1500,6.6000,0,,0.3321601,0.9296746,0.0241524,0.0110152,0.0109503,0.0334953
20130817,26,C,5.3500,6.9000,4.2500,5.6500,0,,0.3143779,0.9022680,0.0373099,0.0161049,0.0091576,0.0336190
20130817,27,C,4.4000,5.9500,3.3000,4.7000,0,,0.5652769,0.7392532,0.0464009,0.0360140,-0.0080671,0.0264372
20130817,28,C,3.5500,5.1000,2.4500,3.8000,0,,0.2772789,0.8001316,0.0792249,0.0301621,0.0043707,0.0316025
20130817,29,C,3.0000,3.0000,3.0000,3.0000,241,241,0.2553824,0.7157761,0.1079979,0.0378695,0.0017940,0.0289955
20130817,30,C,2.0500,3.6500,2.0500,2.2500,0,,0.4164209,0.5711304,0.0787749,0.0450405,-0.0091722,0.0223924
20130817,31,C,1.5000,1.5000,1.5000,1.5000,20,150,0,0.9737675,0.0000000,0.0000000,0.0150243,0.0441172
