#expiry,strike,right,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,762.5100,762.5100,762.5100,762.5100,0,,,,,,,
20151231,450,C,298.3000,312.7500,298.3000,312.6500,0,,3.1824229,0.9907735,0.0001382,0.0140130,-1.1246456,0.0242381
20151231,460,C,288.3000,302.7000,288.3000,302.6500,0,,3.0626307,0.9904250,0.0001484,0.0144752,-1.1183378,0.0247714
20151231,470,C,278.4500,292.7500,278.4500,292.6000,0,,2.9777277,0.9894300,0.0001663,0.0157804,-1.1850272,0.0252750
20151231,480,C,268.4500,282.7000,268.4500,282.6000,0,,2.8300102,0.9896689,0.0001716,0.0154689,-1.1049941,0.0258357
20151231,490,C,258.4500,272.7000,258.4500,272.6500,0,,2.7762604,0.9879203,0.0002004,0.0177230,-1.2408955,0.0263050
20151231,500,C,248.3000,262.7000,248.3000,262.5500,0,,2.6631970,0.9874315,0.0002162,0.0183430,-1.2323458,0.0268325
20151231,510,C,238.4500,252.7000,238.4500,252.5000,0,,2.4967581,0.9883563,0.0002158,0.0171663,-1.0828695,0.0274246
20151231,520,C,228.4500,242.6500,228.4500,242.6000,0,,2.3605358,0.9886401,0.0002234,0.0168022,-1.0032004,0.0279871
20151231,530,C,218.3500,232.6500,218.3500,232.6000,0,,2.2838318,0.9873308,0.0002539,0.0184702,-1.0664615,0.0284776
20151231,540,C,208.3000,222.7000,208.3000,222.5000,0,,2.1798489,0.9867624,0.0002763,0.0191849,-1.0576615,0.0290017
20151231,550,C,198.4000,212.7500,198.4000,212.6500,0,,2.0243121,0.9879417,0.0002744,0.0176957,-0.9079967,0.0296044
20151231,560,C,188.4000,202.6500,188.4000,202.6500,0,,1.9517273,0.9864118,0.0003156,0.0196230,-0.9701682,0.0300856
20151231,570,C,178.2000,192.7000,178.2000,192.6500,0,,1.6869018,0.9916400,0.0002391,0.0128516,-0.5550601,0.0308671
20151231,580,C,168.4500,182.7000,168.4500,182.6500,0,,1.5968069,0.9911981,0.0002643,0.0134461,-0.5501125,0.0313965
20151231,590,C,158.1500,172.6500,158.1500,172.5500,0,1,2.2537881,0.9474995,0.0008428,0.0605122,-3.4222756,0.0299693
20151231,600,C,148.5000,162.7500,148.5000,162.6500,0,,2.9372055,0.8871110,0.0011554,0.1081170,-7.9507441,0.0276106
20151231,610,C,138.3500,152.7000,138.3500,152.7000,0,,1.4034576,0.9861064,0.0004474,0.0200032,-0.7159075,0.0328207
20151231,620,C,128.1000,142.7500,128.1000,142.7000,0,,2.7283730,0.8698371,0.0013748,0.1195029,-8.1631085,0.0279299
20151231,630,C,118.5000,132.7500,118.5000,132.6000,0,,1.1619597,0.9881753,0.0004700,0.0173979,-0.5200483,0.0340098
20151231,635,C,113.5500,127.8500,113.5500,127.6000,0,,1.2215151,0.9807452,0.0006798,0.0264545,-0.8225152,0.0339610
20151231,640,C,108.4500,122.9000,108.4500,122.5000,0,,1.0907762,0.9864473,0.0005634,0.0195788,-0.5488013,0.0344841
20151231,645,C,103.1000,117.9000,103.1000,117.6000,0,,1.1315284,0.9793498,0.0007787,0.0280729,-0.8090315,0.0344506
20151231,650,C,98.2000,98.2000,98.2000,98.2000,0,12,2.8380194,0.8065274,0.0017129,0.1548729,-10.9996384,0.0264901
20151231,655,C,93.6000,107.9500,93.6000,107.7000,0,,1.0421052,0.9777458,0.0009008,0.0299061,-0.7942763,0.0349315
20151231,660,C,88.2000,102.8000,88.2000,102.5500,0,,2.4810185,0.8100838,0.0019372,0.1531231,-9.5092849,0.0273510
20151231,665,C,83.4000,97.8000,83.4000,97.5500,0,,0.9531627,0.9758740,0.0010542,0.0320109,-0.7781710,0.0354012
20151231,670,C,78.0600,78.0600,78.0600,78.0600,0,1,2.8031160,0.7664770,0.0019355,0.1728443,-12.1235661,0.0256386
20151231,675,C,73.5000,87.8000,73.5000,87.5500,0,,0.7868993,0.9831065,0.0009438,0.0236614,-0.4812735,0.0362636
20151231,680,C,76.5100,76.5100,76.5100,76.5100,0,1,0,0.9999938,0.0000000,0.0000000,-0.0162531,0.0372582
20151231,685,C,63.4500,77.8500,63.4500,77.5500,0,,0.6946399,0.9826250,0.0010952,0.0242368,-0.4369579,0.0367928
20151231,690,C,54.4000,54.4000,54.4000,54.4000,0,2,0,0.9999938,0.0000000,0.0000000,-0.0165271,0.0378061
20151231,695,C,53.6000,67.7500,53.6000,67.6000,0,,0.5038732,0.9938784,0.0006080,0.0097603,-0.1394985,0.0378215
20151231,700,C,55.8300,61.7000,55.8300,61.7000,2,17,0,0.9999938,0.0000000,0.0000000,-0.0168011,0.0383541
20151231,702.5,C,47.1700,47.1700,47.1700,47.1700,0,10,0,0.9999938,0.0000000,0.0000000,-0.0168695,0.0384910
20151231,705,C,51.3000,51.3000,51.3000,51.3000,0,3,0,0.9999938,0.0000000,0.0000000,-0.0169380,0.0386280
20151231,707.5,C,40.9500,55.4000,40.9500,55.1000,0,,2.8964218,0.6760409,0.0021986,0.2028787,-14.7004956,0.0230928
20151231,710,C,38.5500,52.7500,38.5500,52.5500,0,1,0,0.9999938,0.0000000,0.0000000,-0.0170750,0.0389020
20151231,712.5,C,36.1500,50.3500,36.1500,50.1500,0,,0.4140052,0.9871344,0.0014191,0.0187177,-0.2106333,0.0384959
20151231,715,C,43.3000,43.3000,43.3000,43.3000,0,1,0,0.9999938,0.0000000,0.0000000,-0.0172120,0.0391759
20151231,717.5,C,38.9300,38.9300,38.9300,38.9300,0,2,0,0.9999938,0.0000000,0.0000000,-0.0172805,0.0393129
20151231,720,C,40.2000,40.2000,40.2000,40.2000,1,35,0,0.9999938,0.0000000,0.0000000,-0.0173490,0.0394499
20151231,722.5,C,28.1000,28.1000,28.1000,28.1000,0,4,0,0.9999938,0.0000000,0.0000000,-0.0174175,0.0395869
20151231,725,C,24.3800,24.3800,24.3800,24.3800,0,77,2.5652665,0.6408900,0.0025816,0.2109824,-13.5404078,0.0225581
20151231,727.5,C,24.0200,24.0200,24.0200,24.0200,0,1,0,0.9999938,0.0000000,0.0000000,-0.0175544,0.0398608
20151231,730,C,25.4500,31.8600,25.4500,31.8600,3,52,1.5085801,0.6723585,0.0042408,0.2038172,-7.6978881,0.0252427
20151231,732.5,C,24.0000,24.0000,19.5100,19.5100,2,39,0.9327465,0.7313002,0.0062651,0.1861741,-4.3538016,0.0284177
20151231,735,C,20.5000,28.0000,17.2300,28.0000,45,88,3.3287126,0.6073869,0.0020459,0.2169672,-18.0643673,0.0205555
20151231,737.5,C,18.3000,25.0000,18.3000,25.0000,14,58,2.0047792,0.6176231,0.0033712,0.2153155,-10.8013464,0.0226271
20151231,740,C,16.5000,23.0000,13.2300,22.8000,29,167,0,0.9999938,0.0000000,0.0000000,-0.0178969,0.0405457
20151231,742.5,C,18.3400,20.5500,18.3400,20.5500,4,58,2.1310301,0.5978364,0.0032164,0.2183694,-11.6432752,0.0218003
20151231,745,C,10.5000,18.4000,9.5000,18.3000,54,208,0,0.9999938,0.0000000,0.0000000,-0.0180339,0.0408197
20151231,747.5,C,9.0000,16.5000,8.0000,16.5000,111,63,2.4771773,0.5794015,0.0027965,0.2207005,-13.6768562,0.0207561
20151231,750,C,6.3000,14.8000,6.0000,14.2900,558,920,0,0.9999938,0.0000000,0.0000000,-0.0181708,0.0410936
