#expiry,strike,right,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,749.5500,749.9900,748.5400,748.5400,11492,,,,,,,
20151224,590,C,159.8000,164.4000,154.4500,160.0500,0,,0,0,0,0,0,0
20151224,600,C,149.8000,154.4000,144.3000,150.0000,0,,0,0,0,0,0,0
20151224,610,C,139.8500,144.4000,134.4500,140.0000,0,,0,0,0,0,0,0
20151224,620,C,129.8500,134.4500,124.5000,130.0500,0,,0,0,0,0,0,0
20151224,625,C,124.8000,129.3500,119.5000,125.0500,0,,0,0,0,0,0,0
20151224,630,C,119.8000,124.3000,114.5000,119.9000,0,,0,0,0,0,0,0
20151224,635,C,114.8500,119.4000,109.5500,114.9500,0,,0,0,0,0,0,0
20151224,640,C,109.8000,114.4000,104.5000,110.0000,0,,0,0,0,0,0,0
20151224,645,C,104.7500,109.3000,99.6000,105.0500,0,,0,0,0,0,0,0
20151224,650,C,98.0000,98.0000,98.0000,98.0000,12,15,0,0,0,0,0,0
20151224,655,C,94.7500,99.4000,89.6000,94.9500,0,,0,0,0,0,0,0
20151224,660,C,64.0000,64.0000,64.0000,64.0000,0,1,0,0,0,0,0,0
20151224,665,C,84.7000,89.4000,79.4000,85.0000,0,,0,0,0,0,0,0
20151224,670,C,69.0000,69.0000,69.0000,69.0000,0,3,0,0,0,0,0,0
20151224,675,C,74.9500,79.2000,69.5000,75.0000,0,,0,0,0,0,0,0
20151224,680,C,65.6000,65.6000,65.6000,65.6000,2,2,0,0,0,0,0,0
20151224,685,C,64.7500,69.2500,59.3500,65.0000,0,,0,0,0,0,0,0
20151224,690,C,79.0100,79.0100,79.0100,79.0100,0,1,0,0,0,0,0,0
20151224,692.5,C,57.2000,61.7000,52.1000,57.2500,0,,0,0,0,0,0,0
20151224,695,C,47.2500,47.2500,47.2500,47.2500,0,3,0,0,0,0,0,0
20151224,697.5,C,52.2500,56.7500,46.8500,52.2500,0,,0,0,0,0,0,0
20151224,700,C,42.5700,42.5700,42.5700,42.5700,0,3,0,0,0,0,0,0
20151224,702.5,C,47.2500,51.7500,42.1000,47.4500,0,,0,0,0,0,0,0
20151224,705,C,47.6800,47.6800,47.6800,47.6800,0,10,0,0,0,0,0,0
20151224,707.5,C,42.3500,46.7500,37.0000,42.5000,0,,0,0,0,0,0,0
20151224,710,C,53.0400,53.0400,53.0400,53.0400,0,1,0,0,0,0,0,0
20151224,712.5,C,37.1500,41.7500,31.9500,37.1000,0,,0,0,0,0,0,0
20151224,715,C,27.3400,27.3400,27.3400,27.3400,0,3,0,0,0,0,0,0
20151224,717.5,C,32.0500,36.7000,26.9500,32.3000,0,,0,0,0,0,0,0
20151224,720,C,29.0000,29.0000,29.0000,29.0000,0,90,0,0,0,0,0,0
20151224,722.5,C,28.8500,28.8500,28.8500,28.8500,0,18,0,0,0,0,0,0
20151224,725,C,22.0900,22.0900,22.0900,22.0900,0,24,0,0,0,0,0,0
20151224,727.5,C,24.1000,24.1000,24.1000,24.1000,0,9,0,0,0,0,0,0
20151224,730,C,19.6000,19.7000,19.6000,19.7000,10,92,0,0,0,0,0,0
20151224,732.5,C,12.6500,12.6500,12.6500,12.6500,3,12,0,0,0,0,0,0
20151224,735,C,10.7000,14.0000,10.7000,14.0000,7,149,0,0,0,0,0,0
20151224,737.5,C,10.0000,11.1000,10.0000,11.1000,6,62,0,0,0,0,0,0
20151224,740,C,12.7000,13.3700,5.8000,9.9000,147,330,0,0,0,0,0,0
20151224,742.5,C,8.8500,8.8500,4.4400,7.6000,58,173,0,0,0,0,0,0
20151224,745,C,6.8500,6.8500,2.6900,5.7000,420,1653,0,0,0,0,0,0
20151224,747.5,C,5.1800,5.1800,1.6000,3.5000,411,483,0,0,0,0,0,0
20151224,750,C,4.3000,5.5000,0.8400,2.3000,1212,780,0,0,0,0,0,0
20151224,752.5,C,3.3000,3.7000,0.6200,1.1000,387,402,0,0,0,0,0,0
20151224,755,C,2.1000,2.4100,0.2000,0.3500,443,703,0,0,0,0,0,0
20151224,757.5,C,1.6500,1.6500,0.0800,0.1400,300,269,0,0,0,0,0,0
20151224,760,C,0.5500,0.6000,0.0500,0.0700,159,777,0,0,0,0,0,0
20151224,762.5,C,0.2200,0.2200,0.2200,0.2200,2,218,0,0,0,0,0,0
20151224,765,C,0.1600,0.1600,0.0400,0.0500,32,704,0,0,0,0,0,0
20151224,767.5,C,0.0500,0.0500,0.0400,0.0400,4,248,0,0,0,0,0,0
20151224,770,C,0.1000,0.1000,0.0500,0.0500,12,373,0,0,0,0,0,0
20151224,772.5,C,0.1000,0.1000,0.1000,0.1000,0,64,0,0,0,0,0,0
20151224,775,C,0.0400,0.4000,0.0400,0.0500,11,272,0,0,0,0,0,0
20151224,777.5,C,0.1500,0.1500,0.1500,0.1500,0,97,0,0,0,0,0,0
20151224,780,C,0.1100,0.1100,0.0800,0.0800,2,383,0,0,0,0,0,0
20151224,782.5,C,0.3500,0.3500,0.3500,0.3500,0,5,0,0,0,0,0,0
20151224,785,C,0.9400,0.9400,0.3500,0.3500,0,25,0,0,0,0,0,0
20151224,787.5,C,0.2750,0.2750,0.2750,0.2750,0,,0,0,0,0,0,0
20151224,790,C,0.0300,0.0300,0.0300,0.0300,0,123,0,0,0,0,0,0
20151224,795,C,0.2750,0.2750,0.2750,0.2750,0,,0,0,0,0,0,0
20151224,800,C,0.5000,0.5000,0.5000,0.5000,0,51,0,0,0,0,0,0
20151224,805,C,0.3000,0.3000,0.3000,0.3000,0,,0,0,0,0,0,0
20151224,810,C,0.1800,0.1800,0.1800,0.1800,0,3,0,0,0,0,0,0
